#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
111,"Last Friday Night (T.G.I.F.)","Katy Perry",78,126,"pop","Pop","Teenage Dream: The Complete Confection",2012-03-12,03:50,65,81,0,0,76,0,60,-4,D#/E♭ minor,4,2024-02-14,455AfCsOhhLPRc68sE01D8,"Capitol Records",2A,USCA21001264
112,"LMK","Increase,Kenneth Paige",13,92,"","","LMK",2021-02-27,02:59,71,47,38,0,16,10,10,-9,D,4,2025-05-13,5fB3YPqGdta1JfxZ9PlVQT,"Cabana Club Music",10B,QZDA52164674
113,"Glamorous","Fergie,Ludacris",73,131,"southern hip hop","Hip Hop","The Dutchess",2006-09-13,04:06,81,76,29,0,63,20,0,-6,C,4,2024-02-14,4KTtYhxFtFL7mBwnjkKfLm,"Will I Am / Fergie LP1",8B,USUM70609119
114,"Holding on","The Mysterious G,Christian Gustafsson",17,144,"","","Still Holding On",2025-04-04,03:53,54,56,0,0,8,0,10,-10,A minor,4,2025-05-12,33XqyDWYSRsyG4FPM199mE,"The Mysterious G Project",8A,QT3EY2496604
115,"I Don't Feel Like Dancin'","Scissor Sisters",62,108,"","","Ta-Dah",2006-01-01,04:48,71,92,2,0,83,0,30,-3,G,4,2024-02-14,13pyGLYmBjYgvOMIEivX2K,"Polydor Records",9B,GBUM70602587
116,"Crocodile Tears (dub)","that's my J.A.M.",11,135,"bassline, uk garage","Electronic","Crocodile Tears (dub)",2025-05-09,03:35,75,82,38,0,55,20,20,-7,A#/B♭ minor,4,2025-05-19,6BLAQJoDNkBfqTbfx1vsm0,"3024564 Records DK2",3A,QZNWX2525488
117,"Gold Digger","Kanye West,Jamie Foxx",82,93,"rap, ","Hip Hop","Late Registration",2005-08-30,03:27,63,70,2,0,62,30,0,-6,C♯/D♭ minor,4,2024-02-14,1PS1QMdUqOal0ai3Gt7sDQ,"Roc-A-Fella",12A,USUM70500143
118,"Coeur Dansant","Harbour District",5,130,"darkwave, post-punk","Electronic, Rock","Coeur Dansant",2025-05-01,04:51,47,88,3,0,46,0,10,-6,E minor,4,2025-05-19,3FXzrKXQxxghA4MCPlmVdg,"Borneo Records",9A,QZNWU2510403
119,"Hero","Enrique Iglesias",70,77,"latin pop, latin","Latin, Pop","Escape",2001-01-01,04:24,35,64,14,0,16,0,10,-6,G,4,2024-02-14,1PAgmT6YqGhd6zT9kN9gIo,"Interscope",9B,USIR10120047
120,"Going Right Tonight","SmashLode",18,124,"","","Going Right Tonight",2025-05-01,02:13,74,90,0,3,96,0,0,-6,F#/G♭,4,2025-05-19,6BANv67Kzm8CXMa6Hfyfxq,"SmashLode",2B,CAENV2597427
121,"Beautiful Day","U2",76,136,"rock","Rock","All That You Can't Leave Behind",2000-01-01,04:08,54,93,2,0,39,0,20,-6,B minor,4,2024-02-14,0gzqZ9d1jIKo9psEIthwXe,"Universal-Island Records Ltd.",10A,GBAAN0000196
122,"Prayer for You","Bill Blankenship",28,156,"","","Prayer for You",2024-06-01,03:41,43,39,9,0,46,0,80,-12,G,4,2025-05-19,6U3lMTvdjLMXTf9ERgsXrE,"CMBG",9B,USHM22475983
123,"In Da Club","50 Cent",84,90,"east coast hip hop","Hip Hop","Get Rich Or Die Tryin'",2003-02-06,03:13,90,71,26,0,78,30,0,-3,F#/G♭ minor,4,2024-02-14,7iL6o9tox1zgHpKUfh9vuC,"Shady Records",11A,USIR10300033
124,"Summer Night (Live)","Daniel Earl Jacobs",9,77,"","","Summer Night (Live)",2024-11-04,03:48,51,64,8,0,73,10,30,-12,C♯/D♭,4,2025-05-12,71KTZL8Ndmscey8tqf1yPa,"DJ Production Vol. 2",3B,USX9P2476947
125,"Hollaback Girl","Gwen Stefani",74,110,"","","Love. Angel. Music. Baby.",2004-11-12,03:19,93,92,35,0,90,0,0,-2,A#/B♭ minor,4,2024-02-14,0eqH0ALoDQevq59YcQ53KE,"Interscope",3A,USIR10400847
126,"Manifest","Kindatopia",25,95,"","","Manifest",2025-04-18,02:37,59,73,15,0,83,0,20,-8,D,4,2025-05-06,6L2De2OPikJtM81XwXQkaG,"Kindatopia Records",10B,QZK6J2554813
127,"Teenage Dream","Katy Perry",65,120,"pop","Pop","Teenage Dream",2010-01-01,03:47,72,80,2,0,59,0,10,-5,A#/B♭,4,2024-04-24,6b4IqYnduSQl3fE5YIbYVs,"Capitol Records",6B,USCA21001255
128,"Better Angels","Pete Price",13,79,"","","Pictures in Time",2024-07-11,04:01,50,39,85,0,31,0,10,-9,C,4,2025-05-12,1V3GZqLXdJnze15B6MxWXs,"Pete Price",8B,USHM82491802
129,"Whatcha Say","Jason Derulo",75,144,"","","Jason Derulo (International)",2010-02-26,03:41,62,71,4,0,71,0,10,-6,B,4,2024-04-24,7xkQdy0cy5ymoWT7nedvLz,"Beluga Heights/Warner Records",1B,USWB10901504
130,"Devil's Neck","Eric Van Zant",13,144,"christian country, southern rock, christian rock","Christian, Country, Rock","Devil's Neck",2025-05-11,05:21,44,74,0,0,32,0,10,-5,F#/G♭,4,2025-05-13,3uz8UuVdweuryTJra4DDnN,"Eric Van Zant",2B,USHM22525399
131,"We Found Love","Rihanna,Calvin Harris",86,128,"edm","Electronic","Talk That Talk",2011-11-18,03:35,74,77,3,0,60,0,10,-4,C♯/D♭,4,2024-04-24,6qn9YLKt13AGvpq9jfO8py,"Def Jam Recordings",3B,USUM71115507
132,"Wild One","Hendrick Kaiser",18,160,"","","Wild One",2025-04-29,04:07,45,87,0,0,45,10,30,-8,G#/A♭,4,2025-05-19,3CIAZX06zTiwtGDd2Rbh7P,"Hendrick Kaiser",4B,GBMJG2511005
133,"Locked out of Heaven","Bruno Mars",90,144,"","","Unorthodox Jukebox",2012-12-07,03:53,73,70,5,0,87,0,30,-4,F,4,2024-04-24,3w3y8KPTfNeOKPiqUTakBh,"Atlantic Records",7B,USAT21203287
134,"Fair","WiLL",33,94,"","","Fair",2025-03-27,02:57,55,53,20,0,55,0,10,-7,F minor,4,2025-05-05,5nRlmSYEqd5cFWcQWGTNye,"8989579 Records DK",4A,QZK6J2594292
135,"Hot N Cold","Katy Perry",80,132,"pop","Pop","One Of The Boys",2008-06-17,03:40,71,84,0,0,86,0,0,-4,G,4,2024-04-24,0iGckQFyv6svOfAbAY9aWJ,"Capitol Records",9B,USCA20802544
136,"Move It","BazUk",24,175,"drum and bass","Electronic","Move It",2025-05-09,03:43,66,95,1,5,58,30,30,-3,C,4,2025-05-12,4U0DIGqbGlIRKkOHFe0GNY,"BazUK",8B,QZNWW2544422
137,"Royals","Lorde",81,85,"","","Pure Heroine",2013-09-27,03:10,67,43,12,0,34,10,10,-10,G,4,2024-04-24,2dLLR6qlu5UJ5gk0dKz0h3,"Universal Music New Zealand Limited",9B,NZUM71200031
138,"Crybaby (Daydreams)","My Troubled Days",7,116,"","","The Burning Clock part 1",2025-02-28,03:38,60,76,8,0,83,0,10,-7,A#/B♭ minor,4,2025-05-19,0reCZIBMKxEzcAuB5v6K0Z,"RR & RR",3A,QZHN32524655
139,"Hollaback Girl","Gwen Stefani",50,110,"","","Love. Angel. Music. Baby.",2004-11-12,03:19,93,92,35,0,90,0,0,-2,A#/B♭ minor,4,2024-04-24,6KM6693N1wVvz6tDviEF4F,"Interscope",3A,USIR10400847
140,"Eye","Tynch",29,118,"","","Dream World",2023-02-10,03:03,97,65,4,0,81,0,0,-7,F#/G♭ minor,3,2024-10-28,30bUetd2gDcyqW3K7Jy1Af,"Tynch",11A,QZL382317467
141,"I Love It (feat. Charli XCX)","Icona Pop,Charli xcx",67,126,"hyperpop, art pop","Pop, Electronic","THIS IS... ICONA POP",2013-08-27,02:37,71,91,1,0,82,0,10,-3,G#/A♭,4,2024-04-24,1rhXXcrYp9RRObN5gsmqCU,"Record Company TEN/Big Beat/ATL",4B,SEWEE1200301
142,"Move It","BazUk",24,175,"drum and bass","Electronic","Move It",2025-05-09,03:43,66,95,1,5,58,30,30,-3,C,4,2025-05-12,4U0DIGqbGlIRKkOHFe0GNY,"BazUK",8B,QZNWW2544422
143,"Dynamite","Taio Cruz",61,120,"","","Rokstarr",2010-01-01,03:23,76,81,0,0,85,0,0,-3,E,4,2024-04-24,2srTtSrzY4n10C7abVTrBm,"Universal-Island Records Ltd.",12B,GBUM71003721
144,"Fair","WiLL",33,94,"","","Fair",2025-03-27,02:57,55,53,20,0,55,0,10,-7,F minor,4,2025-05-05,5nRlmSYEqd5cFWcQWGTNye,"8989579 Records DK",4A,QZK6J2594292
145,"Starships","Nicki Minaj",81,125,"","","Pink Friday: Roman Reloaded The Re-Up (Explicit Version)",2012-01-01,03:30,75,72,14,0,75,0,20,-2,B minor,4,2024-04-24,2EBCVPNAG46nbgs6jXPGvv,"Nicki Minaj/Cash Money",10A,USCM51200060
146,"Baptized","Jordan Anthonyy",7,146,"","","Baptized",2025-04-28,03:32,68,92,12,0,46,20,50,-5,A,4,2025-05-19,5IwbIxZOgr0v0bKr9papXN,"Hussle&Grind Records",11B,QZNWQ2563417
147,"Big Girls Don't Cry (Personal)","Fergie",65,113,"","","The Dutchess",2006-09-13,04:28,71,64,20,0,25,0,0,-4,G,4,2024-04-24,0lupJBVy4UQrvI4Oy3PvI7,"Will I Am / Fergie LP1",9B,USUM70609115
148,"Let Me Breathe","CELINE",28,137,"","","Let Me Breathe",2025-04-18,03:48,50,59,48,0,33,0,20,-8,B minor,4,2025-05-13,0ouXwHKQRSBb2j91L5Sovk,"StageDive Records",10A,DEQI12522002
149,"Pompeii","Bastille",77,127,"","","All This Bad Blood",2013-01-01,03:34,68,72,8,0,57,0,20,-6,A,4,2024-04-24,4Ub8UsjWuewQrPhuepfVpd,"EMI (Virgin)",11B,GBAAA1200795
150,"Where The Hell I Belong","Sten Veiths",26,120,"","","Where The Hell I Belong",2025-04-22,03:46,55,45,17,0,15,0,10,-10,A minor,4,2025-05-05,7nKWYZAWC2uaxEO0rPrr4Q,"Floyd Records",8A,CAENV2575055
151,"Don't Cha","The Pussycat Dolls,Busta Rhymes",65,120,"east coast hip hop","Hip Hop","PCD",2005-01-01,04:32,88,63,0,0,53,10,10,-3,C♯/D♭,4,2024-04-24,4o3cq2szX7THGyZDsWtp59,"Pussycat Dolls",3B,USUM70503191
152,"Saturday Night Arrival","DJ DeBrickahShaw Rocka Shocka Fiest",11,107,"","","Saturday Night Arrival",2025-04-29,03:29,65,82,0,57,57,20,10,-5,A minor,4,2025-05-13,6ZGQeuWTshg0rx5Mn368P0,"DJ DeBrickahShaw Rocka Shocka Fiest",8A,TCAJO2557365
153,"Team","Lorde",82,100,"","","Pure Heroine",2013-09-27,03:13,69,58,17,0,41,10,30,-7,F#/G♭,4,2024-04-24,3G6hD9B2ZHOsgf4WfNu7X1,"Universal Music New Zealand Limited",2B,NZUM71300124
154,"APHRODITE","VRN Drxw,Shordie Lo",16,142,"","","APHRODITE",2025-04-28,03:46,64,59,20,0,16,0,10,-6,C,4,2025-05-05,2brK7ogCccYs4AntXov3Qy,"VRN",8B,QZNWR2526104
155,"A Thousand Miles","Vanessa Carlton",60,95,"","","Be Not Nobody",2002-04-30,03:57,57,82,26,0,31,0,10,-4,B,4,2024-04-24,4pextOBn0xoPnKf7qrDjWg,"Polydor Associated Labels",1B,USIR10210955
156,"ONE SHOULD DO","Volker Keller",31,95,"","","ONE SHOULD DO",2025-02-14,03:20,58,65,0,0,52,0,10,-8,G,4,2025-05-13,1ErWelT2cwIqkfj6yRVlJF,"3084095 Records DK",9B,QZES62506503
157,"Airplanes (feat. Hayley Williams of Paramore)","B.o.B,Hayley Williams",65,93,"art pop","Pop","B.o.B Presents: The Adventures of Bobby Ray",2010-04-27,03:00,66,87,11,0,38,10,0,-4,F#/G♭ minor,4,2024-04-24,1QnvpPFP4Q3FHbDchqWiWy,"Rebel Rock/Grand Hustle/Atlantic",11A,USAT21000477
158,"Looking","Frederic Grant",24,108,"","","Remembering My Past",2024-04-01,03:47,56,57,0,97,47,0,10,-13,E minor,4,2025-05-06,1NUxxCibA649TZ64nw0RVs,"ifredmusic",9A,QM42K2484460
159,"Hey, Soul Sister","Train",87,97,"soft pop","Pop","Save Me, San Francisco (Golden Gate Edition)",2010-12-01,03:36,67,89,19,0,80,0,0,-4,C♯/D♭ minor,4,2024-11-27,4HlFJV71xXKIGcU3kRyttv,"Columbia",12A,USSM10904113
160,"Head over Heels","Moonlightpsych3712",13,140,"","","Plethora",2025-04-17,02:35,63,67,0,0,15,0,10,-10,B minor,4,2025-05-05,1TwXB44uAIdKNodn8aCULG,"7307356 Records DK",10A,QZMEQ2572401
161,"Since U Been Gone","Kelly Clarkson",79,131,"christmas","Pop","Breakaway",2004-00-00,03:08,66,74,0,6,38,0,10,-5,A minor,4,2024-11-27,6JY1IdkZGeIcPegKxjSKeb,"RCA Records Label",8A,GBCTA0400231
162,"Tú Eres Fiel","Joel Cruz",28,76,"","","Tú Eres Fiel",2025-04-03,05:03,52,69,0,0,32,0,0,-10,C,4,2025-05-06,6XEsRiDIc1yriHMNZZaQNY,"Joel Cruz Music",8B,QZK6J2547654
163,"We Are Young (feat. Janelle Monáe)","fun.,Janelle Monáe",81,184,"alternative r&b","Pop, R&B","Some Nights",2012-02-14,04:10,38,64,2,0,74,0,0,-6,A#/B♭,4,2024-11-27,5rgy6ghBq1eRApCkeUdJXf,"Fueled By Ramen",6B,USAT21101399
164,"Tú Eres Fiel","Joel Cruz",28,76,"","","Tú Eres Fiel",2025-04-03,05:03,52,69,0,0,32,0,0,-10,C,4,2025-05-06,6XEsRiDIc1yriHMNZZaQNY,"Joel Cruz Music",8B,QZK6J2547654
165,"Shut Up and Dance","WALK THE MOON",88,128,"","","TALKING IS HARD",2014-12-02,03:19,58,87,1,0,62,0,20,-4,C♯/D♭,4,2024-11-27,4kbj5MwxO1bq9wjT5g9HaA,"RCA Records Label",3B,USRC11401949
166,"SCREAMING","Hutcho",19,125,"","","SCREAMING",2025-04-12,02:52,51,38,76,0,4,0,10,-9,C♯/D♭ minor,4,2025-04-23,0Ly3fXsNqAQGlKyMndC8zG,"Hutcho DK",12A,QZK6F2531592
167,"Domino","Jessie J",80,127,"","","Who You Are (Platinum Edition)",2011-01-01,03:51,76,56,1,0,78,0,0,-5,G,4,2024-11-27,2fQxE0jVrjNMT9oJAXtSJR,"Lava Music/Republic Records",9B,USUM71113573
168,"City Lights","Steen Rylander",15,200,"","","City Lights",2025-05-03,04:41,38,95,0,5,40,30,30,-4,G minor,4,2025-05-06,64zTIPIZzDTQ4IAz3h93DG,"Steen Rylander",6A,DKM9Y2500601
169,"Wild Ones (feat. Sia)","Flo Rida,Sia",83,127,"","","Wild Ones",2012-06-22,03:52,61,86,10,0,44,0,20,-5,F minor,4,2024-11-27,1NpW5kyvO4XrNJ3rnfcNy3,"Poe Boy/Atlantic",4A,USAT21104103
170,"Randy candy","4160volts",15,78,"","","Randy candy",2025-05-04,02:47,34,72,0,0,54,0,10,-6,C♯/D♭ minor,4,2025-05-06,31aGTsOcjJJA8Fyqzyvl4g,"2960969 Records DK",12A,QZMEP2533288
171,"Billionaire (feat. Bruno Mars)","Travie McCoy,Bruno Mars",76,87,"","","Lazarus",2010-06-07,03:31,63,67,30,0,66,20,20,-6,F#/G♭ minor,4,2024-11-27,2qPUnoasNe4Ep43emVXEig,"Decaydance/Fueled By Ramen",11A,USAT21000257
172,"Hypnautik","Disintegration C.E.",13,126,"","","Hypnautik",2025-05-11,06:05,69,92,0,52,64,0,10,-4,C,4,2025-05-17,0DYueESHpOiE9rYgEisZga,"Kites & Nights",8B,GBMA22523568
173,"Raise Your Glass","P!nk",79,122,"","","Raise Your Glass",2010-10-05,03:22,70,71,0,0,62,0,0,-5,G,4,2024-11-27,1gv4xPanImH17bKZ9rOveR,"LaFace Records",9B,USLF21000090
174,"No Me Toca","DayyWii",9,145,"","","No Me Toca",2025-03-28,02:47,49,64,3,0,44,0,10,-7,A#/B♭ minor,4,2025-05-13,1yL0ymjASTplRTwoQqXsT8,"DayyWii On The Wave",3A,TCAJJ2563221
175,"Moves Like Jagger - Studio Recording From  The Voice  Performance","Maroon 5,Christina Aguilera",84,128,"pop, ","Pop","Hands All Over (Revised International Standard version)",2010-00-00,03:21,72,76,1,0,62,0,30,-4,B minor,4,2024-11-27,7pYfyrMNPn3wtoCyqcTVoI,"Interscope Records*",10A,USUM71109132
176,"Not Godlike","Godkomplex",12,141,"industrial metal, industrial, ebm","Electronic, Rock, Metal","Audial Apostasy",2006-08-03,05:49,60,92,62,85,48,0,10,-8,G#/A♭,4,2025-05-06,4yT1cKaLfc9WA2uqC3mRoL,"Artificial Noise Records",4B,ushm80610342
177,"Somebody That I Used To Know","Gotye,Kimbra",84,129,"","","Making Mirrors",2011-01-01,04:04,87,52,55,0,75,0,10,-7,C,4,2024-11-27,1qDrWA6lyx8cLECdZE7TV7,"Universal-Island Records Ltd.",8B,AUZS21100040
178,"A Taste of Honey","Robert McGinty",25,169,"","","A Taste of Honey",2025-04-25,02:00,32,19,59,0,92,0,20,-12,E minor,4,2025-05-05,5rexO0SsHoLE4IAAUrp7tw,"Robert McGinty",9A,CAENV2537543
179,"Crazy In Love (feat. JAY-Z)","Beyoncé,JAY-Z",84,99,"hip hop, east coast hip hop, rap","Hip Hop","Dangerously In Love",2003-03-10,03:55,66,76,0,0,70,20,0,-7,D minor,4,2024-11-27,0TwBtDAWpkpM3srywFVOV5,"Columbia",7A,USSM10305425
180,"The Chosen One","Godkomplex",11,106,"industrial metal, industrial, ebm","Electronic, Rock, Metal","World Below",2003-01-01,02:43,45,99,0,13,11,10,10,-7,B minor,4,2025-05-06,3HqLuIaPM21CQZIbC7vT6K,"Artificial Noise Records",10A,ushm80610411
181,"Complicated","Avril Lavigne",85,78,"","","Let Go",2002-06-04,04:04,59,78,6,0,43,0,30,-6,F,4,2024-11-27,5xEM5hIgJ1jjgcEBfpkt2F,"Arista",7B,USAR10200223
182,"Hell From Above","The Steve Klatt Project",18,141,"progressive metal","Metal","Hell From Above",2025-02-21,04:12,47,93,0,0,62,0,20,-4,G,4,2025-05-13,0DVBFiWFCUOxuM3wl0CRvJ,"SK Productions",9B,QZES62561089
183,"Club Can't Handle Me (feat. David Guetta)","Flo Rida,David Guetta",83,128,"edm, dance","Electronic","Only One Flo (Part 1)",2010-11-24,03:54,62,87,3,0,47,0,0,-4,C,4,2024-11-27,6ebkx7Q5tTxrCxKq4GYj0Y,"Poe Boy/Atlantic",8B,USAT21001281
184,"Return to Lullaby Mountain","Robert McGinty",26,97,"","","Return to Lullaby Mountain",2025-03-07,03:48,26,32,97,95,39,0,10,-11,C minor,3,2025-05-05,2uG6wbF8m8JtvU6ByXZV5H,"Robert McGinty",5A,CACWV2515619
185,"Drive By","Train",84,122,"soft pop","Pop","California 37",2012-04-17,03:15,77,84,0,0,72,0,0,-3,C♯/D♭ minor,4,2024-11-27,0KAiuUOrLTIkzkpfpn9jb9,"Columbia",12A,USSM11106876
186,"Take Me Away","Sherise",20,119,"","","Take Me Away",2024-09-06,03:38,88,50,10,1,77,0,10,-9,C♯/D♭,4,2025-05-13,6eECLaGvBpasDPQ6K4zatK,"Sentralforlaget/SF Records",3B,NOLTA2402010
187,"Cool Kids","Echosmith",75,130,"","","Talking Dreams (Deluxe Edition)",2013-10-04,03:57,72,67,4,0,79,0,10,-6,G#/A♭,4,2024-11-27,13P5rwmk2EsoFRIz9UCeh9,"Warner Records",4B,USWB11301764
188,"B Giez from the block (Soy Rica)","B$nkPsy",7,99,"","","B Giez from the block (Soy Rica)",2025-05-11,02:32,87,44,19,0,63,20,20,-13,C♯/D♭,4,2025-05-17,4dnJ0Mmng1yhaITzPBOWaZ,"B$nkPsy",3B,DKK7W2400148
189,"Cheerleader (Felix Jaehn Remix) - Radio Edit","OMI,Felix Jaehn",84,118,"tropical house","Electronic","Me 4 U",2015-10-16,03:00,78,69,17,0,60,0,10,-6,E,4,2024-11-27,7vFoFDWqTX0mHzLfrF1Cfy,"Ultra Records, LLC",12B,USUS11202574
190,"Sound Fracture - (A past story of an alien invasion)","NoNo",23,132,"","","Sound Fracture - (A past story of an alien invasion)",2024-08-23,06:40,55,94,86,94,41,0,10,-11,C,4,2025-05-05,0LUcEcYNqjMHpKmW8HbVbU,"Typan",8B,QZTB82493902
191,"Dancing in the Moonlight","Toploader",82,119,"","","Onka's Big Moka",2000-00-00,03:52,63,86,6,0,87,0,30,-3,A#/B♭,4,2024-11-27,3Fzlg5r1IjhLk2qRw667od,"Sony Soho Square",6B,GBBBL9902165
192,"Sugar Rush","Nathan brown",20,106,"","","Sugar Rush",2024-09-30,03:20,84,40,13,0,61,0,10,-14,D,4,2025-05-06,5ZPWMI2fbL9QfdG8SCMKcZ,"Nathan brown",10B,TCAIU2410023
193,"Time of Our Lives","Pitbull,Ne-Yo",87,124,"","","Globalization",2014-11-24,03:49,72,80,9,0,72,0,60,-6,C♯/D♭,4,2024-11-27,2bJvI42r8EF3wxjOuDav4r,"Mr.305/Polo Grounds Music/RCA Records",3B,USRC11402647
194,"Awaken","Monsters Are Human",26,122,"","","Awaken",2025-04-25,03:59,47,75,0,0,26,0,60,-7,G,4,2025-05-06,5sAlVEZb8VHPQUmWKS9HVM,"Sable Audio",9B,QZMER2503009
195,"Want to Want Me","Jason Derulo",79,114,"","","Everything Is 4",2015-05-29,03:27,78,68,1,0,66,0,10,-6,C minor,4,2024-11-27,7oGZAicScQt96OAW4AruYy,"Beluga Heights/Warner Records",5A,USWB11503046
196,"NIGHT","FAME",13,122,"","","NIGHT",2025-04-20,03:03,82,46,0,0,67,0,0,-13,A minor,4,2025-05-06,2wD13q5loDqHjrT0vcjjs2,"effemusicprod",8A,QZK6F2585796
197,"Pocketful of Sunshine","Natasha Bedingfield",82,110,"","","Pocketful Of Sunshine",2007-04-27,03:22,72,88,19,0,66,0,0,-4,A minor,4,2024-11-27,1uigwk5hNV84zRd5YQQRTk,"Epic/Phonogenic",8A,GBARL0701374
198,"The other side of Running Low","Zønnevelds'Ney",14,96,"","","The other side of Running Low",2024-12-01,03:32,68,65,10,3,76,0,0,-10,A#/B♭,4,2025-05-06,0gfOzYQGoNW7oKZYSsfrdm,"3396046 Records DK2",6B,QZZ7R2409003
199,"Use Somebody","Kings of Leon",83,137,"modern rock","Rock","Only By The Night",2008-09-23,03:50,28,72,1,0,17,0,20,-5,C,4,2024-11-27,5VGlqQANWDKJFl0MBG3sg2,"RCA/Legacy",8B,USRC10800301
200,"Dead End","Neurotics",16,179,"","","Lost In Space / Dead End",2024-10-31,01:52,19,95,1,0,50,10,30,-5,A,4,2025-05-19,7a9HbbCx1WsVg9gSkBUQrW,"6026433 Records DK",11B,QZWFK2417658
201,"We Can't Stop","Miley Cyrus",83,80,"","","Bangerz (Deluxe Version)",2013-10-04,03:51,61,62,1,0,48,0,30,-6,C♯/D♭ minor,4,2024-12-05,2y4lAQpi5VTNLu2ldeTdUH,"RCA Records Label",12A,USRC11300686
202,"Mo Money","Jason Myrla",11,95,"","","Mo Money",2024-03-28,03:43,75,70,12,0,95,10,30,-8,F minor,4,2025-05-19,0RPDllmTfN7L9F5Z7dOGcu,"Century Music",4A,QZHNA2436880
203,"Am I Wrong","Nico & Vinz",80,120,"","","Black Star Elephant",2014-00-00,04:05,73,68,18,0,78,0,50,-6,G#/A♭,4,2024-12-05,1fidCEsYlaVE3pHwKCvpFZ,"Warner Records",4B,USWB11304681
204,"LOSE URSELF","Bilye,Bluesonik",6,128,"","","LOSE URSELF",2025-05-08,03:38,71,85,0,0,55,0,0,-6,B,4,2025-05-19,4RYirXFfnzrbyijwTXoGJm,"Bluesonik",1B,GX3HH2557683
205,"DJ Got Us Fallin' In Love (feat. Pitbull)","USHER,Pitbull",87,120,"r&b, ","R&B","Raymond v Raymond (Expanded Edition)",2010-03-30,03:40,66,86,3,0,65,10,0,-3,G minor,4,2024-12-05,4356Typ82hUiFAynbLYbPn,"LaFace Records",6A,USLF21000041
206,"A Moment Of Madness","Shady Maze",8,120,"","","A Moment Of Madness",2025-05-16,04:11,60,50,1,0,28,0,0,-10,C minor,4,2025-05-19,0iCRkyY4AUJNRabtF3NvQ7,"NoizeAsylum Muzak",5A,QZNWY2567785
207,"Glad You Came","The Wanted",79,127,"","","Battleground (Deluxe Edition)",2011-01-01,03:17,72,85,3,0,45,0,10,-4,G minor,4,2024-12-05,5yDL13y5giogKs2fSNf7sj,"Universal-Island Records Ltd.",6A,GBUM71104495
208,"Joyride","Sean Slick",0,145,"","","Midnight Dreamer",2018-03-30,03:09,82,34,68,0,30,30,20,-13,C♯/D♭,4,2025-05-19,3zGlpTcBeFIAWxB2Pr3F6m,"Sean Slick",3B,GBMJG2104429
209,"Good Feeling","Flo Rida",83,128,"","","Wild Ones",2012-06-22,04:08,71,89,6,0,68,0,30,-4,C♯/D♭ minor,4,2024-12-05,2LEF1A8DOZ9wRYikWgVlZ8,"Poe Boy/Atlantic",12A,USAT21101961
210,"Dirty Money","B.R.C. Fat Chris,Derez DeShon,T-Rell,Goldmouf Famgoon",15,77,"","","Dirty Money",2025-05-09,02:35,58,60,28,0,54,30,30,-10,D#/E♭ minor,4,2025-05-13,3V6ov0ygqHKb9UpHSADaBc,"Bank Roll Click",2A,QZMER2584842
211,"One More Night","Maroon 5",82,93,"pop","Pop","Overexposed Track By Track",2012-01-01,03:39,72,82,6,0,62,0,0,-3,F minor,4,2024-12-05,6cpk00i5TxCqSeqNi2HuIe,"Interscope Records*",4A,USUM71203514
212,"CRITICAL","CalmSeize",18,124,"melodic techno, melodic house","Electronic","CRITICAL",2024-04-06,03:54,61,88,0,57,50,0,0,-10,A#/B♭ minor,4,2025-05-06,7hfPcJXmilxCkyl7wRMnXM,"3437485 Records DK",3A,QZHNC2484317
213,"Fire Burning","Sean Kingston",78,123,"","","Tomorrow",2009-09-07,03:59,84,80,2,0,89,0,30,-3,C♯/D♭,4,2024-12-05,2oENJa1T33GJ0w8dC167G4,"Epic/Beluga Heights",3B,USSM10902107
214,"Universe","Ulf Ahlberg",29,130,"","","Universe",2025-04-17,03:28,63,62,0,0,30,0,10,-9,C,4,2025-05-06,1D7wmYJWiRAThtfQCHhWaP,"Black Forest",8B,GBLFP2542375
215,"F**kin' Perfect - Radio Edit","P!nk",72,92,"","","F**kin' Perfect (Radio Edit)",2010-12-15,03:33,56,65,4,0,50,0,30,-5,G,4,2024-12-05,3ueoTboomKEQpI3r9z47Kg,"LaFace Records",9B,USLF21000103
216,"A Life So Great","Brett L Walker",32,91,"","","A Life So Great",2025-05-01,03:05,58,55,16,0,73,0,30,-10,G,4,2025-05-19,27eUi9K3TaJ0tJ3kP9rTmr,"It's Something Music",9B,QZMER2525046
217,"So What","P!nk",80,126,"","","Funhouse (Expanded Edition)",2008-10-24,03:35,53,87,0,0,46,0,20,-3,B minor,4,2024-12-05,0JiY190vktuhSGN6aqJdrt,"LaFace Records",10A,USLF20800067
218,"I Know You Rider","Les Fradkin",4,134,"","","I Know You Rider",2025-05-12,03:06,27,80,15,14,80,0,40,-6,C,4,2025-05-19,6PbfZ1hRmA7hwmsThEw3Fd,"RRO Entertainment",8B,USHM22581395
219,"True Love (feat. Lily Allen)","P!nk,Lily Allen",70,192,"","","The Truth About Love",2012-09-18,03:50,45,83,0,0,57,30,10,-5,A,4,2024-12-05,1QNqrsNQ1JVLEwncov3lEY,"RCA Records Label",11B,USRC11200787
