Song,Artist,Popularity,BPM,Dance,Energy,Acoustic,Happy,Loud,Camelot,Genre,Subgenre,Clean_Lyrics
Electric Love,BØRNS,0.7750000000000001,0.41764705882352937,0.5882352941176471,0.7916666666666666,0.010101010101010102,0.5104166666666666,0.72,11A,alternative,alternative rock,candy sweet like candy vein baby die another taste every night mind run around thunder 's get loud loud baby like lightning bottle let go get need strike electric love ohh baby electric love ahh electric love drown drown make heart beat like rain surround hold deep beneath wave oh every night mind run around thunder 's get louder loud loud baby like lightning bottle let go get need strike electric love ohh baby electric love ahh electric love ohh rush feel energy rush feel energy rush baby like lightning bottle let go get need strike electric love ohh baby electric love ahh baby electric
Honeypie,JAWNY,0.7375,0.3882352941176471,0.7411764705882353,0.6770833333333334,0.06060606060606061,0.9479166666666666,0.88,4A,indie,indie,ooh girl stop stop ' til get enough honey oh honey honeypie honey honey honeypie ooh girl stop stop ' til get enough honey oh honey honeypie honey honey honeypie ooh girl stop tell mom girl stop mine girl stop mine girl find want get get honeypie come bite bring fork girl know provide ooh girl stop stop ' til get enough honey oh honey honeypie honey honey honeypie ooh girl stop stop ' til get enough honey oh honey honeypie honey honey honeypie oh honey honeypie honey honey honeypie oh honey honeypie honey honey honeypie ooh girl stop tell mom girl stop mine girl stop mine girl find want tell mom girl stop mine girl stop mine girl ha ooh girl stop stop ' til get enough honey oh honey honeypie honey honey honeypie ooh girl stop stop ' til get enough honey oh honey honeypie honey honey honeypie ooh girl stop stop ' til get enough honey oh honey honeypie honey honey honeypie tell mom girl stop mine girl stop mine girl ooh girl stop stop ' til get enough honey oh honey honeypie honey honey honeypie find want get get honeypie come bite
Trouble,Cage The Elephant,0.6875,0.17058823529411765,0.42352941176470593,0.6041666666666666,0.393939393939394,0.28125,0.8,8B,pop,pop rock,ooh oohooh oohooh ooh oohooh oohooh ooh oohooh oohooh ooh oohooh oohooh table window view cast shadow sun push speak lot word know speak truth get much lose get much prove god let lose mind trouble left trouble right face trouble almost life sweet love pull everywhere look catch glimpse say love life ooh oohooh oohooh ooh oohooh oohooh come pass pass test know say yeah wicked get rest heart place time get much lose get much prove god let lose mind trouble left trouble right face trouble almost life sweet love pull everywhere look catch glimpse say love life trouble left trouble right face trouble almost life sweet love pull everywhere look catch glimpse say love life ooh oohooh oohooh ooh oohooh oohooh ooh oohooh oohooh ooh oohooh oohooh get much lose get much prove god let lose mind
Sit Next to Me,Foster The People,0.7125,0.2823529411764706,0.6235294117647059,0.7291666666666666,0.12121212121212122,0.65625,0.8400000000000001,11A,dance,dance pop,oohoohooh yeah circle vulture get pray man hunger feel something rotten last time see say push right try catch always move sober symptom culture night get young last call around corner feel kinda tilt pour truth fade talker 'cause want sayin ' come sit next see thing go naturally say word part sea come sit next oohoohooh take high high oohoohooh well frontin ' intention get man outline chalk midnight intervention get plan make stop last time see say wanna keep light tell try change mind right oohoohooh right oohoohooh yeah come sit next see thing go naturally say word part sea come sit next oohoohooh take high high high high oohoohooh right right yeah right yeah right come sit next see thing go naturally say word part sea mmm come sit next oohoohooh right
Cough Syrup,Young the Giant,0.6625000000000001,0.47058823529411764,0.49411764705882355,0.7083333333333334,0.030303030303030304,0.20833333333333331,0.76,10A,indie,indie rock,life 's short even care whoa ohoh lose mind lose mind lose control fish sea stare whoa ohoh oh whoaoh oh wet world ache beat drum ohwhoa oh oh could find way see straight would run away fortune find wait cough syrup come come life 's short even care ohwhoa oh come come blue ohoh ohoh zombie park look heart ohwhoa oh whoaoh oh dark world ache splash sun ohwhoa oh oh oh could find way see straight would run away fortune find run thing say could restore restore life way wait cough syrup come life 's short even care oh whoaoh lose mind lose mind lose control could find way see straight would run away fortune find run thing say could restore restore life way wait cough syrup come one spoon cough syrup oh whoaoh one spoon cough syrup whoa oh whoa
Small Talk,Briston Maroney,0.525,0.4764705882352941,0.5882352941176471,0.625,0.29292929292929293,0.4270833333333333,0.72,8B,indie,indie rock,halfway home catch station strike quiet conversation would month since set free fill newfound meditation quiet life help dedication dream love love want cold leave choice girl well act age go find alone day stand still old place look way yesterday let let secret get lie wish would keep beside cage broken lock sick small talk sick small talk lie expect see shake every simple question know could ever hope would take stair see distance cigarette swear would quit cloud hang head want cold leave choice girl well act age go find alone day stand still old place look yesterday let let secret get lie wish would keep beside cage broken lock sick small talk sick small talk sick small talk sick small talk
Boys Will Be Bugs,Cavetown,0.625,0.7647058823529412,0.44705882352941173,0.5104166666666666,0.0,0.4375,0.56,3B,indie,indie pop,dumb teen boy eat stick rock mud care government really need hug feel stupid stupid ugly ugly pretend bother strong fuck mean bug get cold underneath weather skip class sit really like spotty sweater ladybug girl make kid together like female world bet much well turn fourteen think year go mean mess big boy scary punch wall stay night karate message 'cause reply wanna make cry s'pose though boy bug right boy bug right dumb teen boy wanna quit mum tell worried could give shit friend understand name spider beetle bee say much always listen boy school think cool hate parent lyin ' time bug advise let wanna cry make sure never see even well yet block never feel turn fourteen think know everything mess big boy scary punch wall stay night karate message 'cause reply wanna make cry s'pose though boy bug right boy bug right turn fourteen think year go mean turn fourteen think know everything turn fourteen think year go mean turn fourteen think world revolve around mess big boy scary punch wall stay night karate message 'cause reply wanna make cry s'pose though boy bug right mess big boy scary punch wall stay night karate message 'cause reply wanna make cry s'pose though boy bug right
505,Arctic Monkeys,0.8125,0.5352941176470588,0.48235294117647065,0.84375,0.0,0.20833333333333331,0.8,8B,indie,indie rock,go back 505 seven hour flight fortyfive minute drive imagination waitin ' lyin ' side hand thigh stop wait sec look like darlin ' expect would probably still adore hand around neck last time check shy spark knife twist thought fall short mark frighten bite though harsh bark middle adventure perfect place start go back 505 seven hour flight fortyfive minute drive imagination waitin ' lyin ' side hand thigh crumble completely cry seem like greet goodbye always go spoil surprise take hand eye soon go back 505 seven hour flight fortyfive minute drive imagination waitin ' lyin ' side hand thigh smile
Mind Over Matter,Young the Giant,0.6875,0.6235294117647059,0.42352941176470593,0.75,0.0,0.2708333333333333,0.88,8B,indie,indie pop,mind matter matter change subject heavy love miss train new york city rain fly east la big jet plane know mind world break shakin ' 'cause young man season change stand 'cause young man build fall mind matter tatter thinkin ' taste disaster heavy tongue light aglow tokyo snow go watch show curtain 's closed watch time world break shakin ' 'cause young man season change stand 'cause young man build fall miss train new york city rain fly east la big jet plane know mind light aglow tokyo snow go watch show curtain 's closed watch time mind matter mind matter know mind world break shakin ' 'cause young man miss train season change stand fly east la 'cause young man build fall world break light aglow tokyo snow go watch show curtain 's closed season change stand 'cause young man build fall
Sweater Weather,The Neighbourhood,0.9125000000000001,0.4411764705882353,0.5882352941176471,0.8020833333333334,0.05050505050505051,0.38541666666666663,0.92,6B,indie,indie alternative,man want world hand hate beach stand california toe sand use sleeve sweater let us adventure head cloud gravity 's centered touch neck touch little highwaiste short oh know think think one love two mouth one love one house shirt blouse find nothing would wanna tell 'cause cold let hold hand hole sweater may take breath away mind much say sometimes silence guide mind move place far away goosebump start raise minute left hand meet waist watch face put finger tongue 'cause love taste yeah heart adore everyone beat hard inside place warm outside start pour comin ' one love two mouth one love one house shirt blouse find nothing would wanna tell 'cause cold let hold hand hole sweater 'cause cold let hold hand hole sweater woah woah woah woah woah woah woah woah woah woah woah woah woah woah woah woah 'cause cold let hold hand hole sweater 'cause cold let hold hand hole sweater cold cold hole sweater
Take a Walk,Passion Pit,0.5875,0.3058823529411765,0.5411764705882353,0.75,0.030303030303030304,0.4375,0.8,1B,indie,indie pop,kind place make seem like age tomorrow new building scrape sky love country dearly feel ladder clearly never think would alone try outside penn station sell red white carnation still alone wife marry save money bring dear wife work bring family stateside boat stay scatter across coast year see week take walk take walk take walk take walk take walk take walk take walk oh take walk take walk take walk take walk take walk take walk take walk oh practice perfect market cut loss remind time could much bad wife ask question much ask never flaunt around empty purse motherinlaw come stay couple night decide would stay rest life watch little child play board game kitchen sit pray never feel strife partner call say pension fund go make bad investment account overdraw take walk take walk take walk take walk take walk take walk take walk oh take walk take walk take walk take walk take walk take walk take walk oh honey son think borrow much taxis bill lifestyle front tonight swear come home make love like young tomorrow cook dinner neighbor kid rip apart socialist damn taxis see criminal bad knee much coward admit need take walk take walk take walk take walk take walk take walk take walk oh take walk take walk take walk take walk take walk take walk take walk oh take walk take walk take walk take walk take walk take walk take walk oh take walk take walk take walk take walk take walk take walk take walk oh
Electric Feel,MGMT,0.7875000000000001,0.3176470588235294,0.7647058823529411,0.7916666666666666,0.07070707070707072,0.5520833333333333,0.88,3B,electronic,electronic,along western front people line receive get power hand shock like believe see amazon voltage run skin stand nothing go teach swim say ooh girl shock like electric eel baby girl turn electric feel say ooh girl shock like electric eel baby girl turn electric feel along eastern shore put circuit sea world make electricity feel mind oh time plug change world electric girl say ooh girl shock like electric eel baby girl turn electric feel say ooh girl shock like electric eel baby girl turn electric feel feel electric feel feel electric feel feel electric feel feel electric feel feel electric feel
Feels Like We Only Go Backwards,Tame Impala,0.7250000000000001,0.5941176470588235,0.22352941176470587,0.8958333333333334,0.030303030303030304,0.47916666666666663,0.9600000000000001,7A,indie,indie rock,feel like go backwards baby every part say go ahead get hope oh feel like go backwards darle know think sound silly call name hear inside head day realise hold hope maybe feeling show feel like go backwards baby every part say go ahead get hope oh feel like go backwards darle seed indecision oh 'cause decide long ago way seem go try hard get something real feel feel like go backwards darle every part say go ahead get hope oh feel like go backwards darle feel like go backwards baby every part say go ahead get hope oh feel like go backwards darle feel like go backwards baby every part say go ahead get hope oh feel like go backwards darling
Everybody Talks,Neon Trees,0.7750000000000001,0.6235294117647059,0.42352941176470593,0.9166666666666666,0.0,0.71875,0.88,4B,indie,indie rock,ahahahah ahem ahem hey baby look way new addiction hey baby got say give fiction sorry sucker happen time find everybody talk everybody talk everybody talk start whisper kiss make lip hurt hear chitchat take love shack mama 's always get backtrack everybody talk back hey honey could drug could new prescription much could overdose trashtalk make itchin ' oh shit everybody talk everybody talk everybody talk everybody talk much start whisper kiss make lip hurt hear chitchat take love shack mama 's always get backtrack everybody talk back never think would live see day ahah everybody 's word get way oh hey sugar show love give friction hey sugar get say start whisper kiss make lip hurt hear chitchat take love shack mama 's always get backtrack everybody talk back everybody talk everybody talk everybody talk everybody talk everybody talk everybody talk back start whisper everybody talk everybody talk kiss everybody talk everybody talk everybody talk everybody talk back uh
Pretty Girl,Clairo,0.7250000000000001,0.37058823529411766,0.9647058823529411,0.59375,0.595959595959596,0.6979166666666666,0.88,8B,indie,indie pop,polaroid dance room want remember think noon get hard understand understand feel hand hand could pretty girl wear skirt could pretty girl shut want could pretty girl ever make blue could pretty girl lose blinded cry think 'bout fool fool alone well need negativity could pretty girl wear skirt could pretty girl shut want could pretty girl never make blue could pretty girl lose
Pumped Up Kicks,Foster The People,0.8375000000000001,0.4647058823529412,0.7294117647058823,0.6979166666666666,0.14141414141414144,0.9791666666666665,0.8,4A,indie,indie pop,robert 's get quick hand look around room tell plan get roll cigarette hang mouth cowboy kid yeah find sixshooter gun dad 's closet box fun thing even know come yeah come wait kid pumpedup kick well run well run outrun gun kid pumpedup kick well run well run fast bullet kid pumpedup kick well run well run outrun gun kid pumpedup kick well run well run fast bullet daddy work long day come home late come home late bring surprise 'cause dinner 's kitchen pack ice wait long time yeah sleight hand quickpull trigger reason cigarette say hair fire must 've lose wit yeah kid pumpedup kick well run well run outrun gun kid pumpedup kick well run well run fast bullet kid pumpedup kick well run well run outrun gun kid pumpedup kick well run well run fast bullet run run run run rurururun run run rururururun run run run rurururun run run rurun run kid pumpedup kick well run well run outrun gun kid pumpedup kick well run well run fast bullet kid pumpedup kick well run well run outrun gun kid pumpedup kick well run well run fast bullet kid pumpedup kick well run well run outrun gun kid pumpedup kick well run well run fast bullet
Tungs,The Frights,0.4,0.33529411764705885,0.5294117647058824,0.6041666666666666,0.07070707070707072,0.48958333333333326,0.6000000000000001,12A,indie,indie rock,one two three four get time tell ya baby think fine get clue keep love want blood inside think cute well late check care get tongue neck like style see shoe 'cause rip shit walk world everybody know right control get eye night get clue keep love want blood inside think cute well late check care get tongue neck like style see shoe 'cause rip shit walk world one two three four think cute well late check care get tongue neck like style see shoe 'cause rip shit walk world think cute well late check care get tongue neck like style see shoe 'cause rip shit walk world rip shit walk world rip shit rip shit walk world
Breezeblocks,alt-J,0.6625000000000001,0.5941176470588235,0.6,0.6458333333333334,0.10101010101010102,0.2708333333333333,0.76,7B,indie,indie rock,may contain urge run away hold soggy clothe breezeblock cetirizine fever 's grip never kiss ever send fullstop la la la la know wild thing go go along take honey la la la la break weep build breakfast let us eat love love love love la la la la muscle muscle toe toe fear grip go heart sink jump hand grip hand eye shut ahahahah know wild thing go go along take honey la la la la break sleep build breakfast let us eat love love love love la la la la bruise cough splutter pistol shot hold soggy clothe breezeblock morphine queen vaccine love love love love la la la la muscle muscle toe toe fear grip go heart sink jump hand grip hand eye shut ahahahaha aahahahah aahahahahahai shhhh may contain urge run away hold soggy clothe breezeblock germolene disinfect scene love love love love please go love lovely please go please go love love please go please go love love please break heart hey please go please go love love please go please go love love please break heart please go eat whole love love love please go eat whole love love please go eat whole love love love please go eat whole love love please go eat whole love love love please go eat whole love love please go eat whole love love love please go eat whole love love
blind,ROLE MODEL,0.5625,0.5941176470588235,0.7764705882352941,0.6458333333333334,0.14141414141414144,0.6875,0.8400000000000001,8B,indie,indie pop,get gold hoop prada fit love ex boy get picture cut fall pretty hard never really get far make everyone look like anyone feel thing year tryin ' sincere yeah never see something quite like never see something quite like try look away something way think go blind hope change 'cause never see something quite like little like type cancel every date night stay home never leave find energy stay pretty numb never fall anyone seem similar always end get hurt feel thing year tryin ' sincere yeah never see something quite like never see something quite like try look away something way think go blind hope change 'cause never see something quite like one conversation always run patience would like think even know name really tryin ' say never see something quite like never see something quite like try look away something way think go blind hope change 'cause never see something quite like
Babydoll,Dominic Fike,0.8,0.7000000000000001,0.7647058823529411,0.5833333333333334,0.11111111111111112,0.8541666666666666,0.8400000000000001,6A,indie,indie pop,move babydoll waitin ' call flippin ' station outclassed outrageous ooh take babydoll whatever weighin ' eeh find miami concrete lookin ' somebody different 'cause daddy pimp ooh ooh ooh mama issue miss anyway oh babydoll ooh oohooh please call wrong reason know exactly thinkin ' week pass never grow tired 'cause never say never barely ever lie road original place outer space make find phone globe take really wanna go oh babydoll move move babydoll waitin ' call flippin ' station outclassed outrageous ooh take babydoll whatever weighin '
"Sunflower, Vol. 6",Harry Styles,0.625,0.6529411764705882,0.5411764705882353,0.84375,0.0,0.8645833333333333,0.76,6A,indie,indie pop,rewolfnus sunflower sunflower eye want melody let inside wish could get know sunflower sometimes keep sweet memory tonguetied wanna make feel bad try hard talk sunflower sunflower sunflower could want kiss kitchen like dance floor could want tonight tonight tonight tonight wonder headshake tired eye death mouthful toothpaste get know get face hang high gallery shade sunflower sunflower flower die plant new seed melody let inside wanna get know wanna make feel bad try hard act fool sunflower sunflower sunflower could want kiss kitchen like dance floor could want tonight tonight tonight tonight could want kid kitchen listen dancehall could want tonight tonight tonight tonight sunflower eye want melody let inside wish could get know sunflower die keep sweet memory still tonguetied sunflower sunflower sunflower sunflower sunflower sunflower ayy woo ow woowoo woowoo woowoo woowoo woowoo woowoo yeah oohwoo ooh doo doo doo doo doo doo doo doo
Was It Something I Said,MyKey,0.45000000000000007,0.3411764705882353,0.5647058823529412,0.7083333333333334,0.6262626262626263,0.84375,0.76,2B,indie,indie pop,alright go yeah go ahead something say oh fuck guess time sadboy kiss tell ruin life wish well lie second part oh well yeah quit leave voicemail pain listen shit say would even bring first place something say make anxious yeah make upset make call back 3 tell defense something say make anxious yeah make upset make wanna go bitch friend something say lately fear end sight 7eleven run midnight know never might maybe try could sleep see sleep sleep slowly thought start singe favorite song something say make anxious yeah make upset make call back 3 tell defense something say make anxious yeah make upset make wanna go bitch friend something say
Lemon Boy,Cavetown,0.5625,0.5352941176470588,0.47058823529411764,0.4583333333333333,0.19191919191919193,0.3020833333333333,0.64,12B,indie,indie,bittersweet man call lemon boy grow garden pull hair like weed like weed come grow back figure time might well let lemon boy start get along together help plant seed would mow lawn bad weather actually pretty easy nice bitter boy like get citrus friend soon bittersweet start rub would think smell like lemon z would pretty neat find friend savoury type keen compromise nice lemon pie lemon boy get get along together help plant seed mow lawn bad weather actually pretty easy nice bitter boy like get citrus friend run fertiliser cloud run rain lemon boy grow long beach dry sugar cane oh well whale start beach tortoise shell tear away spine happen time happen time lemon boy go live forever like snufkin little get around wherever lemon boy go live forever like snufkin little get around wherever actually pretty easy nice bitter boy like 'cause bitter boy town yeah bitter guy around get citrus friend
Wish Me Luck,Wallows,0.26250000000000007,0.5470588235294118,0.5294117647058824,0.7083333333333334,0.06060606060606061,0.17708333333333331,0.8400000000000001,4B,indie,indie pop,wanna make different back start need hear word say apart wanna lose insecurity tell would hurt wish luck always get stick inside mind fine turn light alright fine turn light match burn time let think whenever around admit quit whenever get start say you'r fine well still never enough wish luck always get stick inside mind fine turn light alright fine turn holdin ' back know head holdin ' back maybe go lose control holdin ' back know head head holdin ' back maybe go lose control wish luck always get stick inside mind wanna make different back start fine turn light alright fine need hear word say apart turn light admit quit whenever get start alright fine turn light say fine well still never enough alright fine turn
Gorilla,Bruno Mars,0.5875,0.5352941176470588,0.7176470588235294,0.5208333333333334,0.4545454545454546,0.6354166666666666,0.76,9B,pop,pop rock,ooh get body full liquor cocaine kicker feelin ' like thirty foot tall lie lie get leg sky devil eye let hear say want say say look look jungle run 'cause get ya promise killer bangin ' chest bang bang gorilla ooh ooh yeah baby makin ' love like gorilla ooh ooh yeah baby makin ' love like gorilla yeah get fistful hair look like scared smilin ' tell daddy 'cause know like dirty little lover neighbor call cop call sheriff call swat stop keep rockin ' knockin ' door screamin ' give baby give motherfucker oh look look jungle run 'cause get ya promise killer bangin ' chest bang bang gorilla ooh ooh yeah baby makin ' love like gorilla ooh ooh yeah baby makin ' love like gorilla bet never ever feel good good get body tremblin ' like never baby youoohoohoohooh oh baby makin ' love like gorilla ooh ooh ooh ooh yeah yeah baby fuckin ' like gorilla yeah ooh yeah baby ooh baby yeah aw yeah yeah baby makin ' love like gorilla
Scrawny,Wallows,0.6125,0.5235294117647059,0.6235294117647059,0.8125,0.0,0.8020833333333333,0.8400000000000001,11A,indie,indie rock,use level friend still wear shoe back think ever untie regret thing try would switch like change content thing stay care watch story unfold hate feel like control sleep light tend freak come little close tell scrawny motherfucker cool hairstyle scrawny motherfucker cool hairstyle scrawny motherfucker cool hairstyle scrawny motherfucker cool hairstyle say wrong shit right time offend mind maybe listen see question though look thin see sleep light want remember come little close see scrawny motherfucker cool hairstyle scrawny motherfucker cool hairstyle scrawny motherfucker cool hairstyle scrawny motherfucker cool hairstyle one people remember look together mannequin dismember like clothe still like smile scrawny motherfucker cool hairstyle take home mom take awhile scrawny motherfucker cool hairstyle might think cool mile scrawny motherfucker cool hairstyle still wisdom look like child scrawny motherfucker cool hairstyle
These Days,Wallows,0.5625,0.2588235294117647,0.6470588235294118,0.65625,0.04040404040404041,0.875,0.76,8B,indie,indie pop,way tryna understand day need know feel waste time way mine spend every second take give mother approve way live say put let voice head listen mind open wide think thousand time empty space leave bed stay night fuck still make sure sleep side still wake wish open eye way tryna understand day need know feel waste time way mine spend every second take give mother approve way live say put mind open wide let think thousand time voice empty space leave head listen way tryna understand day need know feel waste time way way tryna understand day need know feel waste time way way tryna understand day need know feel waste time way mine
Why Do You Feel So Down,Declan McKenna,0.525,0.3882352941176471,0.5294117647058824,0.90625,0.06060606060606061,0.4375,0.8,9B,indie,indie pop,speak listen everyone curse something bad say kid make complain like make hate every god pray lie know cool would like feel know good friend feel sure something would stick around feel oh god know think safe sound feel go weak sick speakin ' hear cure something think one kind never like think old wise let tell think hope think think hope lie know cool try feel feel know good friend feel sure something would stick around feel feel oh god know think safe sound feel everyone mess everyone mess hmhm hmhm hm everyone mess everyone oohoohooh lie know cool try feel feel know good friend feel sure something would stick around feel feel oh god know think safe sound feel feel feel
Maple Syrup,The Backseat Lovers,0.675,0.611764705882353,0.5058823529411764,0.5104166666666666,0.04040404040404041,0.3645833333333333,0.64,10B,indie,indie rock,still picture wall still nightmare would call calm still think time step shower remind night sleep back car leave pretty cool scar hurt kick curb alone guess ill never learn purple sweater 's sit room try wear know would smell like see dance show tonight stand back think know hurt kick curb alone guess ill never learn lie take drive say never speak wish would keep word
Drunk on Halloween,Wallows,0.42500000000000004,0.3058823529411765,0.611764705882353,0.6145833333333334,0.23232323232323235,0.7708333333333333,0.88,2B,indie,indie pop,know try act like know word hear always find way back say new day dawn long get 'cause know truth leave go move know bad come halloween tell drinkin ' believe time sit wonder thinkin ' fun someone else know truth waste know want lie take find way run door back time try forget music loud take lawn think ever find ease pain drinkin ' night guess never know answer never try halloween tell drinkin ' believe time sit wonder thinkin ' fun someone else know truth waste choice think make leave say know well know well know well know well know well know well know well know well
Pictures of Girls,Wallows,0.525,0.6235294117647059,0.388235294117647,0.8125,0.0,0.47916666666666663,0.8,2B,indie,indie rock,see end wait nothing grow suburb go city 's number without around oh see still shy smile find hard remember time try forget hang something real 'cause picture girl see hollywood hollywood hollywood hollywood hollywood hollywood hollywood hollywood hollywood hollywood hollywood hollywood would like see hollywood hollywood would like see hollywood hollywood
My Little,Ryan Leahan,0.30000000000000004,0.5294117647058824,0.25882352941176473,0.6979166666666666,0.17171717171717174,0.4375,0.8,10A,pop,pop,go away say life still little baby day slip away blink think see dream linen get ya skin let yeah get ya skin ya find peace hand day wear gold seeking end yeah yeah like west side story north side boy yeah go go ya know yeah know life pretty fucking short dance bedroom floor like go away say life still little baby ya liar cheater douchebag wear wife beater lip might might come loose let us tie tongue fore talk juice cup hit less fuck give like face real mitt first green gold hard hue hold earth angel count sin saturday night yeah hold change life sayonara light new sun rise walk door piece die yeah go away say life still little baby
big fat mouth,Arlie,0.4125000000000001,0.4647058823529412,0.5882352941176471,0.8229166666666666,0.07070707070707072,0.8645833333333333,0.8400000000000001,10B,indie,indie pop,big fat mouth lead single arlie debut ep wait accord lead singer nate bank big fat mouth go heavy phase rework releaselast night get little bad say thing wanna make prove track storm room 's way picture 48 hour make point come back sorry know comment funny want love go right sometimes good advice give bite lip listen big fat mouth shut tight think still smell even laundry might head would still stay mad forever leave try fit foot shoe see love eatneed 48 hour enough need sorry know tend go far make everything argument mean make cry sometimes good advice give bite lip listen big fat mouth shut tight think still smell even laundry might head would still stay mad forever leave oh jesus leave without notice take friend lord come back leave without notice stuck till end world end world end world end world
Malibu 1992,COIN,0.4750000000000001,0.5764705882352942,0.5294117647058824,0.29166666666666663,0.06060606060606061,0.48958333333333326,0.72,2B,indie,indie pop,watch board airplane high dive summer 's heat wave bit tongue taste iron sweetheart high school sour time come close move run money stay parent ' house ohio old bed replace treadmill well come know sure think outgrow could oh love love oh oh love love oh must still want name carve pavement seal leave handprint tell mom would love meet bad get chance oh love love oh oh oh love love oh must still want might part blame might part blame old man 's new trophy lock house new jersey money problem twenty year seem forget malibu ' 92
1980s Horror Film II,Wallows,0.45000000000000007,0.3941176470588236,0.5647058823529412,0.6458333333333334,0.0,0.25,0.8400000000000001,10B,rock,rock 80s,seventeen oh girl song always seventeen movie scene play head day call let could feel leg walk back room see 1980s horror film oh scared curtain glare pull chair give bed crazy thing go head seem long need someone know say sit could touch hair still watch 1980s horror film jamie know say feel always mind know need take long way ' round mind right help way feel anymore need ask jamie oh feel way light mood right come lay look eye try make mine say really guy 1980s horror film 1980s horror film 1980s horror film 1980s horror film
CAN YOU HEAR THE MOON,Grady,0.38750000000000007,0.5705882352941176,0.2705882352941177,0.4791666666666666,0.020202020202020204,0.48958333333333326,0.8,11A,indie,indie pop,sign could read energy heavy elephant open mind always feel oh expose element define relevant bitch start settle oo tryin ' resident invite hear moon howl back hear moon howl back wall breathe talk ceiling get lose star bounce deep end god like might really ever see true believe everybody yeah hear moon howl back hear moon howl back lyrical freestyle
Make Me Your Queen,Declan McKenna,0.4625,0.44705882352941173,0.44705882352941173,0.65625,0.0,0.23958333333333331,0.8,10B,rock,rock,know mean nothing babe try good keep thought away oh try speak nothing leave say 'cause mean nothing babe know mean nothing dear ever stop never mean shit know make clear 'cause mean nothing dear make queen make queen ah know mean nothing babe grip escape help think might maybe mean nothing babe oh babe make queen make queen oh much take awake awake feel false feel fake awake awake hard get sick shit asymmetrical get goodness sake awake awake make queen make queen make queen make queen oh much take awake awake
Song for Me,Greer,0.36250000000000004,0.3176470588235294,0.24705882352941178,0.90625,0.030303030303030304,0.38541666666666663,0.8400000000000001,6B,indie,indie rock,place would like call home get look face look like dog bone many time decline thing say gettin ' head every time see feeling start bleed bleedin ' end something start creep see dream would look like passenger seat sit complain stupid shit change oh ah oh ah dadada ohohhoh oh ah go think thing would normally leave shelf every time see feeling start bleed bleedin ' end something start creep see dream would look like passenger seat sit complain stupid shit change oh oh ah dadada ohohhoh oh ah finally get head oh spin finally catch web oh could gun would probably end dead could tell oh see dream would look like passenger seat sit complain stupid shit change oh ah oh ah dadada ohohhoh oh ah
Black Licorice,Peach Pit,0.4375,0.4411764705882353,0.6823529411764706,0.5208333333333334,0.030303030303030304,0.41666666666666663,0.68,11B,indie,indie pop,third final single promote release friend deal fear burden friend leave behind even wanna say name anymore fine 'cause wasted mind wait little see guy straight waste dime black licorice people know would rather leave bowl chuckie know carry home say fine baby mind ali go like stride keep shit right line unlike mine black licorice people know would rather leave bowl black licorice people know would rather leave bowl black licorice people know would rather leave bowl
It's Only Right,Wallows,0.4125000000000001,0.6176470588235294,0.4,0.6458333333333334,0.0,0.44791666666666663,0.76,10A,indie,indie pop,right mournful track long something braeden lemaster primary lyricist vocalist song also braeden favorite song ep new way spend time go feel right need new place stay think go find say want never take back tell easy alone lie would waste time back forth mind clean tell worth doubt dear go year take every night say right white noise play head try recall word say slip dream never wanna wake hear talk come everywhere oh lose rest take mind away would waste time back forth mind clean tell worth doubt dear go year take every night say right wide awake feel like time need know alright wait another day fall awake hear call 'cause open wide awake feel like time door open need know alright please let know wait another day fall come home awake hear call would waste time back forth mind clean tell worth doubt dear go year take every night say right
hello!,ROLE MODEL,0.4625,0.4529411764705883,0.8,0.43749999999999994,0.5151515151515152,0.5520833333333333,0.88,6B,indie,indie pop,know upset neither fine let alone cry never really talk much keep inside find someone care get hard find dance sun hard everything numb would like try feel okay call would say hello hello hello ohoh hello hello hello ohoh hhello hhello like way bedsheet look body trip molly hand throat get sick affection get distant start get lift fine dial number pick phone even alone feel like nobody 's home lover really type momma would like barely handle dance sun hard everything numb would like try feel okay call would say hello hello hello hello hello ohoh hello hello hello hello ohoh hhello hhello
Darling,Christian Leave,0.3375,0.47058823529411764,0.6470588235294118,0.53125,0.18181818181818182,0.17708333333333331,0.72,8B,indie,indie pop,think time dream come true help sleep help dream night something real make feel alright side make cry wonder long go without sight alright die tonight see anybody love way astonishing get wrap darle love see anybody love way astonishing get wrap darle love know want man good always remember mean hold close ever let go see anybody love way astonishing get wrap darle love see anybody love way astonishing get wrap darle love
Revvin' My Cj7,Summer Salt,0.375,0.41764705882352937,0.7647058823529411,0.44791666666666663,0.9393939393939394,0.3333333333333333,0.72,6B,indie,indie pop,long year far see could use vacation get take care family wrap another hard work day get get back home shift third gear cruise favorite song still know always put fight damn tired work overtime get heaven well revvin ' cj7 life life life life step morning sunglass head 's little weak drink night alone stay trouble may death brand harmony rebel tattoo fifteen still know always put fight damn tired work overtime get heaven well revvin ' cj7 life keep roll two kid wife ms american pie get heaven well revvin ' cj7 life life life life
