Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness
Luke Bryan,I Don't Want This Night To End,A Minor,112,8A,77,73,62,38
Luke Combs,Where the Wild Things Are,E♭ Major,117,5B,86,73,71,38
Luke Combs,Better Together,C Major,138,8B,74,23,55,67
Luke Combs,Hurricane,B♭ Major,76,6B,80,81,46,52
M83,Midnight City,B Minor,105,10A,75,71,53,32
M83,We Own The Sky,A Major,140,11B,48,76,40,24
Mac DeMarco,Watching Him Fade Away,E♭ Major,139,5B,76,7,74,30
Mac Miller,Poppy,G Major,95,9B,55,70,81,46
Mac Miller,Senior Skip Day,F Minor,108,4A,63,73,52,81
Mac Miller,Small Worlds,F Major,78,7B,77,55,52,52
Macklemore,Hold Your Head Up,F Major,81,7B,41,75,58,49
"Madcon, Ray Dalton",Don't Worry (feat. Ray Dalton),G Major,123,9B,59,70,81,73
Madlib,Road Of The Lonely Ones,D Major,96,10B,52,31,64,12
Mahalia,Hide Out,F Minor,159,4A,47,74,69,88
Mahalia,Grateful,G Minor,142,6A,58,35,66,32
Mahogany Lox,Take Your Man,C Major,110,8B,50,66,93,34
"Major Lazer, DJ Snake, MØ",Lean On,G Minor,98,6A,46,81,72,27
Manchester Orchestra,I've Got Friends,F# Major,165,2B,44,90,40,35
"Mann, T-Pain",Get It Girl,E Minor,111,9A,36,81,79,55
Marc Streitenfeld,Charge,E Minor,99,9A,51,53,18,10
Marc Streitenfeld,Fate Has Smiled Upon Us,E Minor,91,9A,58,39,28,4
Marco Barrientos,Los Muros Caen,E Minor,153,9A,44,80,58,97
Mariah Carey,Touch My Body,E Minor,79,9A,76,67,71,84
Mario,Break Up,C Major,74,8B,52,52,44,48
Mario,MARS,C Major,120,8B,46,58,82,35
Mario,Why,D Major,128,10B,30,81,58,31
Mark Ambor,Good To Be,E Major,94,12B,72,73,66,38
"Mark Ronson, Amy Winehouse",Valerie (feat. Amy Winehouse) - Version Revisited,C# Major,106,3B,83,83,70,89
"Mark Ronson, Bruno Mars",Uptown Funk (feat. Bruno Mars),C Major,115,8B,88,61,86,93
MarMar Oso,Ruthless (Nice Guys Always Finish Last),F Major,86,7B,64,27,72,87
Maroon 5,Sunday Morning,C Major,88,8B,82,77,61,81
Maroon 5,Wake Up Call,E Minor,164,9A,56,95,63,97
Maroon 5,This Love,F Minor,95,4A,84,86,71,81
Maroon 5,Until You're Over Me - Non-LP Version,F Major,140,7B,24,82,81,91
"Maroon 5, SZA",What Lovers Do,F Minor,110,4A,63,60,80,42
"Marshmello, Bastille",Happier,F Major,100,7B,85,79,69,67
"Marshmello, CHVRCHES",Here With Me,F Minor,100,4A,76,57,79,19
"Marshmello, Halsey",Be Kind (with Halsey),E Major,94,12B,74,63,63,45
"Martin Garrix, Khalid",Ocean (feat. Khalid),C Minor,140,5A,69,69,51,22
"Martin Garrix, USHER",Don't Look Down (feat. Usher),C Major,128,8B,68,83,57,38
Martin Ikin,In The Streets,F# Major,128,2B,54,94,71,61
"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,G Major,130,9B,85,60,66,80
Masego,Two Sides (I’m So Gemini) - Single Version,C# Major,160,3B,47,45,65,50
Masego,Lady Lady,D Major,99,10B,50,67,64,47
Masego,Sides of Me,F Minor,95,4A,58,46,77,54
Masego,Navajo,F# Minor,89,11A,76,59,57,36
Masked Wolf,Water Walkin,A Minor,173,8A,38,69,73,64
"Masked Wolf, Bring Me The Horizon",Fallout,D Major,184,10B,51,73,43,32
"Masked Wolf, NICOLOSI",Tightrope (feat. NICOLOSI),A♭ Minor,83,1A,24,59,76,69
"Mason, Princess Superstar",Perfect (Exceeder),F# Major,128,2B,51,86,64,68
"Master KG, Team Mosha",Waya Waya (feat. Team Mosha),B Major,125,1B,27,93,80,88
Matchbox Twenty,Unwell - 2007 Remaster,A Major,81,11B,59,79,44,44
Matchbox Twenty,Like Sugar,E Minor,90,9A,25,69,64,82
Matchbox Twenty,How Far We've Come,C Major,83,8B,59,91,57,79
Matilda Mann,Doomsday,F# Major,122,2B,47,39,56,17
Matt and Kim,Let’s Go,D Major,112,10B,49,68,66,57
Matt and Kim,Good Ol' Fashion Nightmare,F# Major,102,2B,41,96,65,85
Matt and Kim,Lessons Learned,F# Minor,204,11A,39,65,49,4
Matt McAndrew,Counting On Love,F Major,95,7B,23,63,66,77
"Matt Nathanson, LOLO",Headphones,A♭ Major,90,4B,35,87,57,59
Max McNown,St. Helens Alpenglow,G Major,115,9B,70,58,58,34
Max Richter,The Departure,C Minor,117,5A,60,0,38,12
Max Richter,Vladimir's Blues,A Major,115,11B,60,17,38,6
Max Richter,Dream 1 (before the wind blows it all away) - Pt. 2,F# Major,64,2B,54,0,31,6
McFly,Lies,D Minor,95,7A,31,81,54,54
"MEDUZA, Goodboys",Piece Of Your Heart,B♭ Minor,124,3A,70,74,68,63
"MEDUZA, Sam Tompkins, Em Beihold",Phone,E♭ Minor,130,2A,64,60,65,41
Megan Moroney,I'm Not Pretty,B♭ Major,128,6B,77,80,57,71
Megan Moroney,No Caller ID,E Major,146,12B,74,53,34,12
Megan Moroney,Break It Right Back,C# Minor,80,12A,71,54,50,41
Megan Moroney,Tennessee Orange,A Major,156,11B,81,49,38,27
Megan Moroney,Wonder,G Minor,81,6A,76,46,60,56
Megan Thee Stallion,Megan's Piano,B Major,132,1B,68,62,95,38
Megan Thee Stallion,Savage,B Major,169,1B,69,74,84,68
Megan Thee Stallion,Thot Shit,A Major,130,11B,70,68,95,89
"Megan Thee Stallion, Dua Lipa",Sweetest Pie,G Major,124,9B,66,63,81,69
Men At Work,Down Under,B Minor,107,10A,68,81,74,91
Men At Work,Who Can It Be Now?,E Major,129,12B,63,81,80,96
Metric,Stadium Love,F Major,125,7B,41,97,41,8
Metric,The Shade,F Major,94,7B,47,81,60,63
Metric,Combat Baby,A Major,139,11B,55,91,65,74
"Metro Boomin, Don Toliver",Around Me (feat. Don Toliver),D Minor,120,7A,80,67,70,6
"Metro Boomin, Travis Scott, Young Thug",Up To Something (feat. Travis Scott & Young Thug),C# Major,114,3B,58,62,80,67
Metronomy,The Look,A Minor,85,8A,76,54,64,50
Metronomy,The Bay,F# Minor,121,11A,67,47,80,89
MF DOOM,THAT'S THAT,A♭ Minor,96,1A,66,73,50,85
mgk,lonely,F# Minor,166,11A,58,73,46,46
mgk,can't look back,A♭ Minor,128,1A,53,71,61,41
mgk,jawbreaker,D Major,128,10B,58,58,71,63
"mgk, Naomi Wild",Glass House (feat. Naomi Wild),C# Minor,150,12A,68,59,68,20
MGMT,The Youth,F Major,111,7B,12,79,50,52
MGMT,Congratulations,G Major,125,9B,61,64,76,66
MGMT,When You Die,B Minor,141,10A,66,94,65,50
Miami Nights 1984,Ocean Drive,C# Minor,130,12A,52,65,59,97
Michael Jackson,Smooth Criminal - 2012 Remaster,A♭ Major,118,4B,78,98,85,60
Michael Jackson,A Place With No Name,B Minor,119,10A,60,70,54,42
Michael Jackson,Rock with You - Single Version,C# Major,114,3B,82,54,81,85
"Michael Jackson, Justin Timberlake",Love Never Felt So Good,G Minor,118,6A,75,72,78,71
Michael Kiwanuka,Home Again,A Minor,86,8A,69,32,56,27
Michael Sembello,Maniac,E♭ Minor,157,2A,23,80,63,79
Mick Jenkins,Vibe,D Minor,79,7A,45,63,54,40
Miguel,Girl With The Tattoo Enter.lewd,F# Minor,113,11A,82,24,37,13
"Miguel Campbell, Benjamin Diamond",Gold Rush,A Minor,122,8A,32,27,89,86
Miike Snow,Song For No One,C Major,114,8B,29,79,71,61
Miike Snow,Black & Blue,F Minor,135,4A,31,78,68,56
Miike Snow,Cult Logic,A♭ Major,110,4B,27,87,68,53
"Mike Perry, shy martin",The Ocean (feat. Shy Martin),F Major,90,7B,70,57,63,19
Mikel Ross Giffin,Silly,B Major,103,1B,23,51,80,23
Miley Cyrus,Jaded,E Major,91,12B,71,59,50,18
Miley Cyrus,We Can't Stop,C# Minor,80,12A,83,62,61,48
Miley Cyrus,Flowers,C Major,118,8B,89,69,71,63
Milky Chance,Peripeteia,G Major,112,9B,32,63,75,69
Milky Chance,Cocoon,B♭ Major,114,6B,59,66,74,80
Milky Chance,Flashed Junk Mind,B Major,118,1B,66,83,84,91
Milo j,3 PECADOS DESPUES…,C# Major,111,3B,76,38,78,54
Milo j,I' AM,F Minor,87,4A,69,74,52,64
Milo j,MORNING,B♭ Minor,109,3A,67,39,85,54
Minus the Bear,Knights,F# Minor,165,11A,43,82,29,81
"Miracle Musical, Shane MauX, KAYE",Labyrinth,C# Major,127,3B,71,80,50,32
Mitchell Tenpenny,Truth About You,B♭ Major,81,6B,63,71,52,70
Mitski,Washing Machine Heart,A Major,106,11B,85,82,61,57
Mitski,My Love Mine All Mine,A Major,114,11B,89,31,50,12
Modest Mouse,Dashboard,B Minor,136,10A,62,90,64,96
Modest Mouse,Fly Trapped In a Jar,G Major,105,9B,36,75,46,49
Modest Mouse,Parting of the Sensory,A Minor,130,8A,42,95,59,72
Modest Mouse,Ocean Breathes Salty,G Major,95,9B,16,96,65,75
Money Man,Insane,A♭ Minor,142,1A,57,63,84,29
Moneybagg Yo,Time Today,C# Major,137,3B,73,61,91,33
"Moneybagg Yo, Future",Hard For The Next (with Future),C# Major,175,3B,55,56,64,38
Monica,So Gone,A♭ Major,82,4B,64,55,62,59
MONSTA X,MIDDLE OF THE NIGHT,C Major,92,8B,56,76,74,92
Montell Fish,Fall in Love with You.,E Major,121,12B,79,2,54,10
"Monty Datta, Mishaal",Can't Love Myself,F Minor,180,4A,57,8,59,45
Mooski,Track Star,G Minor,132,6A,48,59,64,29
Morgan Wallen,More Than My Hometown,F# Major,126,2B,81,87,62,60
Morgan Wallen,Just In Case,B♭ Major,146,6B,89,50,65,44
Morgan Wallen,I'm The Problem,F Minor,92,4A,88,75,55,49
Morgan Wallen,Smile,B Major,126,1B,83,22,50,40
Morgan Wallen,You Proof,A Major,120,11B,81,82,73,68
"Morgan Wallen, Post Malone",I Ain't Comin' Back (feat. Post Malone),B Major,100,1B,89,74,58,75
Mother Mother,Body,B♭ Minor,148,3A,71,63,59,48
Mr Weebl,Doge,G Minor,160,6A,21,98,74,90
Mt. Joy,Strangers,G Major,102,9B,71,64,57,22
Mt. Joy,Silver Lining,C Major,144,8B,78,64,49,18
Mumford & Sons,Hopeless Wanderer,G Minor,81,6A,57,57,30,22
Mumford & Sons,Guiding Light,G Major,100,9B,61,71,55,30
Mumford & Sons,The Cave,E Major,142,12B,65,50,59,35
Muscadine Bloodline,Can't Tell You No,F# Major,140,2B,67,47,87,65
Muscadine Bloodline,Porch Swing Angel,D Major,136,10B,68,41,52,19
Muse,Madness,B♭ Major,180,6B,71,42,50,22
"Mustard, Migos",Pure Water (with Migos),C Major,202,8B,75,56,68,14
"Mustard, Travis Scott",Parking Lot,C Minor,100,5A,75,60,71,37
Myke Towers,Girl,F# Major,93,2B,77,71,73,69
Nancy Sinatra,Sugar Town,G Major,108,9B,55,38,73,62
Nardo Wick,Shhh,C# Minor,160,12A,52,51,71,32
Natalie Jane,how u been?,F Major,184,7B,66,66,40,51
Natasha Bedingfield,Unwritten,F Major,100,7B,90,80,71,63
Nate Ruess,Nothing Without Love,C# Major,82,3B,44,73,56,41
Nate Smith,Whiskey On You,A♭ Major,110,4B,77,75,47,57
Nate Smith,Under My Skin,A♭ Major,152,4B,57,53,61,52
"NATTI NATASHA, Ozuna",Criminal,D Minor,80,7A,40,81,83,79
"NAV, Gunna, Travis Scott",Turks (with Gunna & ft. Travis Scott),G Minor,119,6A,68,62,89,38
NAYEON,POP!,D Major,97,10B,74,86,80,36
NCT U,90's Love,C# Minor,108,12A,53,92,74,70
Ne-Yo,So Sick,F# Major,93,2B,81,57,45,58
Ne-Yo,Because Of You - Radio Edit,A♭ Major,110,4B,55,58,83,84
Ne-Yo,Closer,E Minor,126,9A,73,75,71,57
Neil Young,Heart of Gold,E Minor,171,9A,78,40,54,83
"Nelly Furtado, Timbaland",Promiscuous,B♭ Minor,114,3A,88,97,81,87
Nemzzz,2MS,C# Major,142,3B,73,33,89,42
Nemzzz,Escape,C# Major,150,3B,76,57,87,9
Nemzzz,L's,B♭ Minor,150,3A,72,50,87,32
Nettspend,What they say,A Major,120,11B,61,59,59,28
Nettspend,Shut Up,F Minor,80,4A,68,53,38,52
"New Boyz, Ray J",Tie Me Down (feat. Ray J),A♭ Major,98,4B,52,79,42,38
New Order,Blue Monday '88,G Major,130,9B,68,89,68,95
New West,Those Eyes,E Major,120,12B,84,35,59,25
NF,CLOUDS,C# Major,128,3B,67,65,79,81
NF,Let You Down,F Minor,148,4A,80,71,66,46
Nicholas Britell,Adagio in C Minor,C Minor,131,5A,61,8,16,4
Nick Jonas,Levels,F Minor,198,4A,53,66,43,66
Nickelback,Photograph - 2020 Remaster,A♭ Major,146,4B,70,87,52,44
Nicki Minaj,Pound The Alarm,A Major,125,11B,65,86,73,59
"Nicky Youre, hey daisy",Sunroof,B♭ Major,131,6B,84,71,77,84
nimino,I Only Smoke When I Drink,B Minor,127,10A,82,73,88,25
Nipsey Hussle,Grinding All My Life,E♭ Minor,180,2A,68,72,60,25
Nirvana,Come As You Are - Remastered,E Minor,120,9A,57,87,51,41
Nirvana,Marigold,E♭ Minor,175,2A,66,33,37,33
Nirvana,Heart-Shaped Box,C# Major,203,3B,84,64,26,38
NLE Choppa,Gang Baby,B Major,129,1B,83,70,92,48
NLE Choppa,SLUT ME OUT,F# Minor,121,11A,71,61,94,71
"NLE Choppa, 2Rare",DO IT AGAIN (feat. 2Rare),B Minor,160,10A,65,64,81,72
NMIXX,TANK,C Major,180,8B,42,93,64,50
No Doubt,Spiderwebs,B♭ Major,143,6B,67,85,49,66
Noah Cyrus,Young & Sad,G Minor,142,6A,56,43,62,36
Noah Cyrus,July,A Minor,73,8A,80,19,71,32
Noah Kahan,Orange Juice,A Major,120,11B,78,38,66,21
Noah Kahan,Forever,C Major,94,8B,75,26,39,22
NoCap,Vaccine,C# Major,77,3B,56,44,80,23
Norah Jones,Don't Know Why,F Major,89,7B,79,22,75,64
Norman Greenbaum,Spirit In The Sky - Deluxe Edition,A Major,129,11B,78,62,61,54
NoSec,Desire,G Major,99,9B,39,83,58,86
Novo Amor,State Lines,A Major,137,11B,78,31,51,15
Oasis,Stop Crying Your Heart Out,D Major,75,10B,77,57,38,9
Oasis,Champagne Supernova,D Major,150,10B,45,87,31,12
Oasis,Don't Look Back in Anger - Remastered,C Major,163,8B,76,94,33,33
"Octavian, Skepta",Papi Chulo,F# Minor,128,11A,63,56,87,31
"Odd Future, Frank Ocean",White (feat. Frank Ocean),E♭ Minor,106,2A,66,7,51,20
ODIE,Miss Summer,C Major,134,8B,63,53,59,13
Of Monsters and Men,Your Bones,D Minor,117,7A,50,73,41,33
Of Monsters and Men,Little Talks,C# Major,103,3B,82,76,46,42
Oh Wonder,Lose It,D Minor,88,7A,63,33,52,17
"ohsobrkn, Powfu",Can't Wait,B Major,114,1B,25,88,73,59
OK Go,I Won't Let You Down,D Major,114,10B,48,91,76,73
OK Go,Get Over It,D Major,185,10B,52,77,39,54
OK Go,Upside Down & Inside Out,C Major,93,8B,48,80,54,52
Ólafur Arnalds,saman,C Minor,109,5A,63,2,58,43
Old Dominion,Me Most Nights,A Major,152,11B,65,72,58,31
Oliver Anthony Music,I Want to go Home,A♭ Major,105,4B,59,4,69,20
Oliver Hazard,Dandelion,F# Major,105,2B,61,60,64,25
Olivia Rodrigo,brutal,E Major,124,12B,79,53,67,28
Olivia Rodrigo,favorite crime,A Major,173,11B,85,27,37,22
Olivia Rodrigo,deja vu,D Major,181,10B,87,61,44,18
Olivia Rodrigo,happier,F# Major,169,2B,85,44,40,34
Olivia Rodrigo,traitor,E♭ Major,101,5B,89,34,38,8
Ollie,Need Someone,C# Major,80,3B,48,45,78,55
Olly Murs,Dance with Me Tonight,B Minor,164,10A,66,75,67,96
One Direction,What Makes You Beautiful,E Major,125,12B,87,79,73,89
One Direction,Live While We're Young,D Major,126,10B,76,86,66,93
One Direction,Drag Me Down,C Minor,138,5A,80,70,73,60
One Direction,One Thing,D Major,127,10B,76,72,71,66
OneRepublic,I Ain't Worried,C Major,140,8B,55,80,70,81
OneRepublic,Wherever I Go,B♭ Minor,100,3A,71,69,55,35
OneRepublic,Connection,F Major,168,7B,59,60,61,62
OneRepublic,I Lived,A Major,120,11B,77,85,59,34
ONEUS,A Song Written Easily,C# Minor,98,12A,49,84,70,68
ONEUS,Baila Conmigo,C Major,100,8B,47,87,71,56
ONEUS,LUNA,A Minor,162,8A,31,92,59,67
"Only The Family, King Von",Crazy Story (feat. King Von),B Major,157,1B,70,50,83,15
"Only The Family, Lil Durk",Hellcats & Trackhawks,C# Minor,157,12A,68,67,84,60
oomiee,Pure Gold,E Major,128,12B,31,86,64,66
Orleans,Still the One,E Major,144,12B,65,62,56,59
OsamaSon,Pop,A♭ Minor,161,1A,61,48,59,34
OsamaSon,All Star,C# Major,142,3B,58,90,57,58
Otis Redding,(Sittin' On) the Dock of the Bay,D Major,104,10B,80,37,77,53
Owl City,Fireflies,E♭ Major,180,5B,78,66,51,47
"Owl City, Carly Rae Jepsen",Good Time,E♭ Major,126,5B,80,87,56,68
P!nk,TRUSTFALL,A♭ Major,122,4B,72,89,64,25
"P!nk, Nate Ruess",Just Give Me a Reason (feat. Nate Ruess),D Major,95,10B,87,55,78,44
Paeta,No Time for That,C# Minor,110,12A,18,99,79,71
Panic! At The Disco,King of the Clouds,D Minor,198,7A,56,92,28,47
Papithbk,Love Is a Drug,G Major,110,9B,57,29,83,42
Paramore,Ain't It Fun,A Major,104,11B,76,89,61,67
Parker McCollum,Pretty Heart,G Major,132,9B,71,71,57,37
PARTYNEXTDOOR,Break from Toronto,A Major,117,11B,85,68,60,26
"PARTYNEXTDOOR, Drake",LOYAL (feat. Drake),C Minor,105,5A,67,53,87,20
"PARTYNEXTDOOR, Drake",SOMEBODY LOVES ME,A Major,77,11B,82,51,37,22
Passenger,Let Her Go (Acoustic Version),E Minor,143,9A,48,7,55,25
Passion Pit,Constant Conversations,F Minor,70,4A,44,80,56,30
Passion Pit,Take a Walk,B Major,101,1B,66,76,57,45
Passion Pit,Lifted Up (1985),C Major,125,8B,44,82,57,31
Passion Pit,"It's Not My Fault, I'm Happy",G Major,105,9B,43,86,57,28
Pat Benatar,Love Is A Battlefield,D Minor,91,7A,71,63,67,86
Patrick Watson,Lost With You,E Minor,78,9A,69,16,43,31
Patrick Watson,Je te laisserai des mots,D Major,133,10B,85,19,30,21
"Patrik Berg Almkvisth, LUCHS",II,A Major,122,11B,44,7,47,48
Paul Engemann,Scarface (Push It To The Limit),B♭ Minor,156,3A,69,61,57,27
Paul Johnson,Get Get Down - Original Radio,F Minor,127,4A,20,93,89,70
Paul Simon,You Can Call Me Al,F Major,128,7B,81,76,78,82
Paul Simon,Still Crazy After All These Years,G Major,37,9B,59,25,27,13
Paul Young,Come Back and Stay - 2008 Remastered,F# Minor,131,11A,58,80,62,80
Peggy Gou,(It Goes Like) Nanana - Edit,G Minor,130,6A,69,88,67,96
Penelope Scott,Rät,F Minor,144,4A,73,45,61,31
Perfume,VOICE,F# Minor,132,11A,30,91,64,74
Peter Bjorn and John,Every Other Night,F# Minor,80,11A,15,93,52,76
Peter Gabriel,Sledgehammer,C# Major,96,3B,68,69,66,42
Peter Sandberg,Dismantle,E♭ Major,100,5B,59,14,40,40
Petey Pablo,Freek-A-Leek,D Major,105,10B,70,70,74,66
Phats & Small,Feel Good,B Minor,130,10A,47,77,81,87
"Pheelz, BNXN",Finesse,C# Minor,102,12A,58,54,86,77
Phil Collins,In The Air Tonight - 2015 Remastered,C Major,190,8B,81,24,45,30
Phil Collins,You Can't Hurry Love - 2016 Remaster,G Major,98,9B,79,94,62,76
Philip Glass,Truman Sleeps,A♭ Major,109,4B,52,8,38,7
Phoebe Bridgers,Motion Sickness,C# Major,107,3B,77,55,65,62
Phoenix,Tuttifrutti,A Minor,116,8A,42,73,63,78
Phoenix,J-Boy,C Major,98,8B,50,91,53,67
Phoenix,Lasso,B Major,151,1B,61,65,65,95
Phoenix,One Time Too Many,C# Major,134,3B,39,76,76,97
Phoenix,Girlfriend,B Major,136,1B,57,65,71,53
Pi’erre Bourne,Poof,C Minor,81,5A,57,51,80,61
PierceTheSkies,Hero Killer,B♭ Minor,110,3A,44,56,78,49
Pink Sweat$,At My Worst,C Major,92,8B,71,42,81,67
"Pitbull, Ne-Yo",Time of Our Lives,C# Major,124,3B,87,80,72,72
Playboi Carti,Broke Boi,C# Major,142,3B,59,42,83,26
Playboi Carti,New Tank,B♭ Minor,151,3A,71,64,82,17
Playboi Carti,Place,C# Major,131,3B,67,63,89,4
Playboi Carti,Location,B Major,126,1B,80,79,72,37
Playboi Carti,Punk Monk,B♭ Minor,76,3A,60,41,70,14
Player,Baby Come Back,F Minor,156,4A,65,60,65,55
PmBata,Losing Blood,G Major,85,9B,35,60,73,66
Polo G,Martin & Gina,C# Minor,94,12A,79,53,83,12
Polo G,Epidemic,C# Major,176,3B,64,62,62,48
"Polo G, YungLiV",Heating Up (with YungLiv),B♭ Minor,174,3A,52,64,66,75
"Pooh Shiesty, Choppa Wop, Lil Hank",Big 13 Gang (feat. Lil Hank & Choppa Wop),D Major,140,10B,37,49,79,35
Pop Smoke,Welcome To The Party,D Major,143,10B,68,72,63,24
Pop Smoke,What You Know Bout Love,B♭ Major,84,6B,79,55,71,54
"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),F# Minor,126,11A,77,59,82,35
"Pop Smoke, Pharrell Williams",Spoiled (feat. Pharrell),A♭ Minor,95,1A,49,55,83,54
Portugal. The Man,Feel It Still,C# Minor,79,12A,83,80,80,75
Portugal. The Man,Live in the Moment,F# Minor,128,11A,66,58,55,24
Portugal. The Man,The Sun,D Minor,77,7A,48,65,59,52
Post Malone,I'm Gonna Be,F Major,118,7B,66,56,75,37
Post Malone,Sugar Wraith,F Minor,164,4A,63,78,61,31
Post Malone,Wow.,B Minor,100,10A,79,54,83,39
"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,D Major,90,10B,84,52,76,93
"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign),A♭ Major,140,4B,78,56,75,46
"Post Malone, Young Thug",Goodbyes (feat. Young Thug),F Major,150,7B,79,65,55,16
potsu,i'm closing my eyes,C Minor,134,5A,62,11,88,52
Prince,Purple Rain,B♭ Major,113,6B,78,45,37,18
Prince,Little Red Corvette,C# Major,123,3B,56,75,75,71
Princess Nokia,It's Not My Fault,A♭ Major,133,4B,43,74,96,87
Princess Nokia,I Like Him,A Major,133,11B,59,58,89,61
"Priority One, TwoThirds",City Needs Sleep - Original Mix,F# Minor,175,11A,19,94,58,6
Puddle Of Mudd,Blurry,E♭ Minor,157,2A,74,94,43,52
"Quavo, Drake",FLIP THE SWITCH (feat. Drake),E♭ Minor,86,2A,60,64,85,50
"Quavo, Takeoff",HOTEL LOBBY (Unc & Phew),B Major,128,1B,73,64,82,16
"Quavo, Takeoff",Nothing Changed,F Minor,135,4A,63,55,89,69
Queen,A Kind Of Magic - Remastered 2011,A Major,130,11B,75,78,67,70
Queen,Don't Stop Me Now - Remastered 2011,F Major,156,7B,85,87,56,61
Queen,Somebody To Love - Remastered 2011,A♭ Major,109,4B,77,70,41,33
Queen,You're My Best Friend - Remastered 2011,C Major,119,8B,70,76,51,55
Queens of the Stone Age,I Sat by the Ocean,A♭ Minor,117,1A,66,78,52,90
Queens of the Stone Age,Go With The Flow,A Major,159,11B,69,99,25,42
Quevedo,PUNTO G,A Major,92,11B,62,77,75,63
"RAC, Kele, MNDR",Let Go,F Major,110,7B,48,84,75,73
Radical Face,The Mute,C# Major,111,3B,55,39,70,22
Radical Face,Always Gold,C# Major,163,3B,51,26,54,26
Radiohead,Karma Police,G Major,75,9B,84,50,36,32
Rae Sremmurd,This Could Be Us,C Minor,143,5A,80,69,73,76
Rainbow Kitten Surprise,First Class,C# Major,90,3B,67,34,55,22
Rainbow Kitten Surprise,Cocaine Jesus,D Major,120,10B,71,36,82,17
Ramin Djawadi,Main Title,F Minor,170,4A,64,60,20,23
Randy Travis,"Forever and Ever, Amen",D Major,90,10B,79,72,68,70
"Rascal Flatts, Blake Shelton",Mayberry,A Major,176,11B,59,77,49,40
"Rascal Flatts, Jonas Brothers",I Dare You,C# Major,128,3B,66,81,60,32
recrafted,Call Me Whenever,C Major,75,8B,52,70,63,39
Red Hot Chili Peppers,Give It Away,G Major,92,9B,76,94,67,78
Red Hot Chili Peppers,Can't Stop,A Major,91,11B,88,94,62,88
Red Hot Chili Peppers,Tell Me Baby,C Major,108,8B,69,99,70,28
Red Velvet,Pose,B♭ Minor,125,3A,49,83,84,76
Red Velvet,Ladies Night,G Major,115,9B,41,88,60,71
Redferrin,Jack and Diet Coke,E Minor,138,9A,69,56,67,38
Regard,Ride It,G Minor,118,6A,80,75,88,88
Remble,Touchable,E Major,95,12B,62,60,76,67
REO Speedwagon,Take It On the Run,G Major,78,9B,71,76,37,45
"RHODES, Birdy",Let It All Go,B♭ Major,107,6B,59,43,38,17
"Rich Amiri, Lil Tecca",Poppin,B Minor,78,10A,62,55,81,68
Rich The Kid,Splashin,B♭ Major,100,6B,59,38,94,38
"Rich The Kid, Kendrick Lamar",New Freezer (feat. Kendrick Lamar),C Major,140,8B,62,70,89,58
"Richy Mitch & The Coal Miners, Caamp",Evergreen (feat. Caamp),D Major,76,10B,70,34,56,38
Rick Astley,Never Gonna Give You Up,A♭ Major,113,4B,82,94,72,91
Ricky Desktop,"The Banjo Beat, Pt. 1",C Major,120,8B,51,86,67,57
Ricky Martin,Spanish Eyes,E Minor,112,9A,33,93,49,54
Ricky Nelson,Lonesome Town,B Major,77,1B,64,19,40,27
Rico Nasty,Smack A Bitch,D Major,170,10B,58,70,71,33
Rihanna,Pour It Up,D Major,134,10B,72,48,79,39
Rihanna,S&M,C# Major,128,3B,85,69,77,84
Rihanna,Sex With Me,C# Minor,112,12A,74,53,58,39
Rihanna,Diamonds,B Minor,92,10A,75,71,56,40
"Rihanna, Drake",Work,B Major,92,1B,80,53,72,55
"Rihanna, Mikky Ekko",Stay,A Minor,112,8A,75,31,62,13
"Rihanna, SZA",Consideration,G Minor,145,6A,72,58,89,79
RIIZE,Boom Boom Bass,F Minor,117,4A,62,76,81,83
Riley Green,Georgia Time,F# Major,77,2B,67,62,59,68
Riley Green,Jesus Saves,E♭ Major,77,5B,68,30,46,35
Riley Green,When She Comes Home Tonight,F# Major,145,2B,72,46,61,33
"Riley Green, Ella Langley",Don't Mind If I Do,F Major,88,7B,77,37,41,21
Rio Da Yung Og,Legendary,C# Major,131,3B,70,80,53,14
Rio Da Yung Og,Dope Fein Friday,A Major,192,11B,55,68,69,46
"Rio Da Yung Og, leewayy",Lean Chronicles (feat. Leewayy),C# Major,99,3B,61,57,78,27
Río Roma,Mi Persona Favorita,E♭ Major,152,5B,67,73,56,65
Ritchie Valens,La Bamba - Remastered,C# Major,76,3B,44,74,49,81
Rixton,Wait On Me,B Minor,91,10A,48,73,65,47
"Rob $tone, J. Davi$, J Spooks",Chill Bill (feat. J. Davi$ & Spooks),F# Major,108,2B,76,43,89,23
Robbie Williams,Feel,F Major,98,7B,80,73,60,30
Robbin Gee,Countryside,C# Major,174,3B,19,69,56,42
"Robert Glasper, Mac Miller",Therapy pt. 2 [Feat. Mac Miller],C# Major,164,3B,43,89,59,76
Roberta Flack,Killing Me Softly With His Song,F Minor,122,4A,77,38,48,33
Robin S,Luv 4 Luv,C Major,118,8B,21,65,77,95
Robin S,Show Me Love,F Major,120,7B,27,69,81,77
Robin Thicke,When I Get You Alone,G Minor,107,6A,42,86,75,71
