Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness,lyrics
"tana, Slump6s",Antisocial (feat. Slump6s),C# Major,147,3B,63,61,62,49,"(Ayy, CGM, fuck going on?)
(The fuck going on, Maajins?)
(UAV online)
(Paradigm)
Yeah, yeah, yeah, yeah, woah, yeah, yeah-yeah-yeah
Yeah, yeah, yeah, yeah, woah, yeah, yeah-yeah-yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah-yeah-yeah
Yeah, yeah, yeah, woah, come on

I-I-I-I-I'm with my twin, finna blow me a bag up in Neiman, then go cop a crib in Miami
I'm only fourteen, but I'ma blow up and as soon as I do, I'ma get me a Grammy
She told me that I am the GOAT, so I told her, ""I know, baby girl, like do you understand me?""
She followed my IG, I followed her back, then she came to my crib and she took off her panties
She asked me like, ""tana, are you antisocial?"" And I told her, ""No, girl I'm socially anti""
I put up my hands and I pulled out my blick then pulled out my katana, I feel like Tiandi
M-Me and Giuseppe, we hit Benihana's and spent us a bag, she like, ""Boy, you so fancy""
I put on the drip then the fans do the same, now they hop on my wave like a bunch of chimpanzees

She said that she from New York, so I'ma switch it up for a second and put on some drill
If he talking down on my brother, he gon' meet the Woo, we gon' pop that boy just like a pill
Now I feel like dang, I just poured me a deuce, now I'm off of the lean, I just cracked me a seal
I call up on G, he pull up to your block and my goons come and guarantee you gon' get killed

I-I-I-I-I'm with my twin, finna blow me a bag up in Neiman, then go cop a crib in Miami
I'm only fourteen, but I'ma blow up and as soon as I do, I'ma get me a Grammy
She told me that I am the GOAT, so I told her, ""I know, baby girl, like do you understand me?""
She followed my IG, I followed her back, then she came to my crib and she took off her panties
She asked me like, ""tana, are you antisocial?"" And I told her, ""No, girl I'm socially anti""
I put up my hands and I pulled out my blick then pulled out my katana, I feel like Tiandi
M-Me and Giuseppe, we hit Benihana's and spent us a bag, she like, ""Boy, you so fancy""
I put on the drip then the fans do the same, now they hop on my wave like a bunch of chimpanzees (Grrah)

They wanna get me, yeah, I know
I stay with a stick like I'm G.I. Joe
I told her that I wanna hit it again (Ayy, CGM, fuck going on?)
She said, ""Lil' 6, you too damn bold"" (The fuck going on, Maajins?)
I did it once and made that girl forget it
I got the fire' to make a nigga quit it
Chop' to his face'll have a nigga shitting
Feel like Luisss the way I'm knocking off his fitted
Bitch, I'm stayin' wit' it, I got extensions
Stay with a chop', did I forget to mention?
XD gon' put him in different directions
X-X-XD gon' put him in different dimensions
You is the student and I am the teacher
So I'm finna put his lil' ass in detention
Told her I'ma get her a bag and she texting me, ""Period""
Fuck do it look like, a sentence?
I pop a Perc' and I still ain't die yet
My pockets fat, but it need a diet
Getting some money, nigga, you should try it
Got a suppressor, leaving him in silence
In the room, boy, I've been feeling like the highest
Th-Th-That nigga lost, I think he need some guidance
Step in the room and I'ma get behind it
No Fetty Wap, but I'ma go rewind it

I-I-I-I-I'm with my twin, finna blow me a bag up in Neiman, then go cop a crib in Miami
I'm only fourteen, but I'ma blow up and as soon as I do, I'ma get me a Grammy
She told me that I am the GOAT, so I told her, ""I know, baby girl, like do you understand me?""
She followed my IG, I followed her back, then she came to my crib and she took off her panties
She asked me like, ""tana, are you antisocial?"" And I told her, ""No, girl I'm socially anti""
I put up my hands and I pulled out my blick then pulled out my katana, I feel like Tiandi
M-Me and Giuseppe, we hit Benihana's and spent us a bag, she like, ""Boy, you so fancy""
I put on the drip then the fans do the same, now they hop on my wave like a bunch of chimpanzees

Kids, nigga, go to the fucking Wendy's, dude
'Fore I turn this whole ride upside down, nigga
You talking to the big blood, nigga
Have my savages run right in this shit right now, nigga
Turn in the fucking Wendy's"
"tana, yvngxchris, Luisss",off the leash! (feat. yvngxchris and Luisss),A Major,144,11B,62,68,66,18,"(I don't think I understand)
Mm-mm, yeah
Ayy, yeah, what, yeah
Stop playin' with me and lil' Luisss, man, just got off the FiveM, hahaha, holy shit, man
Stop with that shit, man
Nah, they ain't even knowin' 'bout the leash, man, gotta get off that though
Backwoods on the case
Backwood, smoke it to the face
I am not one of these lil'-lil' boys, I will really kill one of y'all niggas, man

I had to get off the leash
I had to block her and then go delete
Me and Luisss used to sleep in the street
Smoke gas, go to sleep, and repeat
Hit her raw and then I don't clean the sheets
Hit her, kick hеr out, and then go to sleep
Wake up, count some monеy, then brush my teeth
I had to get off the leash and then go
So many times I could've killed your bro
So many times I could have smoked his pack
So many times your girl was rubbin' my back
So many times I could've stole your pack
Called up lil' Maajins, told him, ""Send me a pack""
I kept it real 'cause I can't fold on my slatt
You kept it fake, I heard you told and you rat, gang

I got off the leash, told that boy to get lost
I got your bitch favorite song on TikTok
I'm in your house posted with a big Glock
I got a shooter, he lookin' like BabySantana, he kinda little with some dreadlocks
Glock 19 with a beam at your head top
Pull out the AK-47, aim it at you, that's a dead opp
And I got that lil nigga wonderin', like, ""What is this shit on my head?"" It's a red dot
And I wouldn't go fuck on that bitch, but I'm gettin' that throat 'cause that ho give the best tops
I'm finna slide on that nigga three times with the K, think I'm in the Klan
Bitch, I got a Glock 9, make him rewind, got a fuck-boy pissin' his pants
If you tryna fuck, damn, you out of luck, had to tell that bitch she ain't got a chance
Slide into your hood, nigga, like, ""What's good? What's up in this wood? Nigga, that's your mans""
What's up in this wood? Nigga, that's your brother
Damn, I got a cutter
You know my Glock got a dick, your Glock got a dick, no Lil Nas X, they fuckin' each other
And I'm not finna cap, I'm not with the funs, let's put down on the guns, let's see who is tougher
And I'm not finna cap, your mom is a slut, might pop out the cut and fuck on your mother
And I'm not finna cap, when I hit from the back, that shit was a act, I'm yvngxchris Tucker
And I'm not finna cap, post up in the trap, bitch, I got the strap, but yvngxchris tuck her (What?)
You get it? (Nah) But my nigga, that shit was simple (Okay)
I heard that lil' nigga got class in a second, I might give him early dismissal (Okay)
And I really be lovin' my damn AK, but I might hit his ass with the pistol (Okay)
And I might go hit him with the TEC like a ref' when he blowin' the whistle (Like, okay, b–)

(Gang, gang, gang)
Bow, bow, bow
I-I had to get off the leash (Fah)
Money counter, that bitch beep, me and tana ran twenty bands up in a week, yeah (Bow)
Tana and Luisss skrrt off in a Buick, so we don't need Trackhawk Jeeps
Big body money, got a mill like Meek
I-I heard your money was weak
Me and tana up in New York gettin' breesh
Got a bad bitch, I think her name Elyce (Fah)
Yeah, I got the keys, I'm feelin' like Alicia
This not a rental, bitch, this not a lease
I got the (Bow), bitch go freak
Got a bad white girl like Miss Bo Peep
I had to get a choppa, NLE
I had to get off the, uh
What?

I had to get off the leash
I had to get off the leash
I had to get off the leash
I had to get off the leash
I had to get off the leash (Uh)
I had to get off the leash
I had to get off the leash (Yuh)
I had to get off the leash (Like, what? Like, what?)
I had to get off the leash
I had to get off the leash
I had to get off the leash (Ya dig)
I had to get off the leash
I had to get off the leash
I had to get off the leash
I had to get off the leash
I had to get off the leash (Fifteenhunnid)

Oof
I'm not one of these lil' boys, man
I will really kill one of y'all niggas, man, stop playin' with me, man
I had to get off the leash (Oof)
Fifteenhunnid
Skah"
Tate McRae,greedy,F# Minor,111,11A,90,73,75,82,"(Woo)

He said, ""Are you serious? I've tried, but I can't figure out
I've been next to you all night and still don't know what you're about
You keep ta- (Ta-ta-) talkin', but not much comin' out your mouth
Can't you tell that I want you?"", I say, ""Yeah""
I would want myself
Baby, please believe me
I'll put you through hell
Just to know me, yeah, yeah
So sure of yourself
Baby, don't get greedy
That shit won't end well
(No, it won't) End well

(Uh-uh, uh-uh-uh, uh-uh, woo)

I see you eyein' me down, but you'll never know much past my name
Or how I'm runnin' this room around and that I'm still half your age
Yeah, you're loo- (Loo-loo-) lookin' at me like I'm some sweet escape
Obvious that you want me, but I said

I would want myself
Baby, please believe me
I'll put you through hell
Just to know me, yeah, yeah
So sure of yourself
Baby, don't get greedy
That shit won't end well
(No, it won't) End well

He said, ""I'm just curious, is this for real or just an act?
Can't tell if you love or hate me, never met someone like that
Drive me so (So, so) crazy, did you know you got that effect?""
I said, ""Lemme check, yeah""
I would want myself
Baby, please believe me
I'll put you through hell
Just to know me, yeah, yeah
So sure of yourself
Baby, don't get greedy
That shit won't end well
(No, it won't) End well

(I would want myself)
(I would want myself)
I would want myself
(I would want myself)
(I would want myself)
(Uh-uh, uh-uh-uh, uh)"
Tate McRae,you broke me first,E Major,124,12B,86,38,66,8,"You broke me first, ah

Maybe you don't like talkin' too much about yourself
But you shoulda told me that you were thinkin' 'bout someone else
You're drunk at a party or maybe it's just that your car broke down
Your phone's been off for a couple months, so you're callin' me now
I know you, you're like this
When shit don't go your way, you needed me to fix it
And like me, I did
But I ran out of every reason

Now suddenly, you're askin' for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first

Took a while, was in denial when I first heard
That you moved on quicker than I coulda ever, you know that hurt
Swear for a while, I would stare at my phone just to see your name
But now that it's there, I don't really know what to say

I know you, you're like this
When shit don't go your way, you needed me to fix it
And like me, I did
But I ran out of every reason

Now suddenly, you're askin' for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first
What did you think would happen?
What did you think would happen?
I'll never let you have it
What did you think would happen?

Now suddenly, you're askin' for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first (You broke me first)
You broke me first, ah"
Tate McRae,Sports car,B Minor,107,10A,89,82,86,89,"(Illegal)
(Illegal)

Hey, cute jeans
Take mine off me
Oh, golly gee
I can't take no more
I'm goin' weak in my knees
Where'd you put those keys?
We can share one seat
We can share one seat

In the alley, in the back
In the center of this room
With the windows rolled down
Boy, don't make me choose
In the alley, in the back
In the center of this room
With the windows rolled down
Boy, don't makе me choose

I think you know what this is
I think you wanna uh
No, you ain't got no Mrs.​
Oh, but you got a sports car
We can uh-uh in it
Whilе you drive it real far
Yeah, you know what this is
Yeah, you know what this is

Pretty blue streetlights
And my hazel eyes
And if it feels right
We could go again like three, four times
So my type
Got butterflies
So good it hurts
Thinkin' 'bout what we did before this verse

On the corner of my bed
Oh, and maybe on the beach
You could do it on your own
While you're lookin' at me

I think you know what this is
I think you wanna uh (Do you?)
No, you ain't got no Mrs.​
Oh, but you got a sports car
We can uh-uh in it (We can uh)
While you drive it real far
Yeah, you know what this is
Yeah, you know what this is
I think you know what this is (Oh)
I think you wanna uh (You wanna)
No, you ain't got no Mrs.​
Oh, but you got a sports car
We can uh-uh in it (Uh-uh, uh-uh, mm)
While you drive it real far
Yeah, you know what this is
Yeah, you know what this is

Oh my guy
You don't wanna waste my time (My time)
Let's go ride (Let's go)
Let's go ride (Come on)
Oh my guy
You don't wanna waste my time (You don't wanna waste my time)
Let's go ride
Let's go ride

I think you wanna, wanna (Oh)
But you got a sports car (Oh)
While you drive it real far
(Ah) Yeah, you know what this is"
Tate McRae,Means I care,A♭ Major,194,4B,72,61,59,75,"Na, na-na-na, na-na-na, na-na, na-hey
Na-na-na, na-na-na, na-na, na-hey
Na, na-na-na, na-na-na, na-na, na-hey

""Shit, I probably shoulda""
That's my favourite line
Stick around, I woulda
It just isn't what I'm like (Yeah, yeah, yeah)
Got no better way to put it
Know you're puttin' in the time
And every time I'm like, ""Nah, nah, nah""
You know I don't mean it, right?

It's nothin' that you did or didn't do
I say, ""I will,"" and never follow through
The second I admit I felt it too
Yeah, I was gone

If I cut you off, it just means I care
Downright shut you out, must mean that it's goin' somewhere
It's not what I want, it's just all I know
If overnight I up and end it, run away without a mention, go ghost
I like you the most

I like you the most
I like you the most
I like you, I likе you
I like you the most

And it's not about bein' hard to gеt
But I planted a seed in the back of my head
Little too good, got me second-guessin'
Never been good at the self-expression

Nothin' that you did or coulda done
No, this just ain't a fight you coulda won
Sorry, I'm the best who's ever been
At stringing you along

If I cut you off, it just means I care
Downright shut you out, must mean that it's goin' somewhere
It's not what I want, it's just all I know (All I know)
If overnight I up and end it, run away without a mention, go ghost
I like you the most

If I cut you off, it just means I care, means I care
If I cut you off, it just means I care
Yeah, if I cut you off, it just means I care (Care), means I care
If I cut you off, it just means I care

If I cut you off, it just means I care
Downright shut you out, must mean that it's goin' somewhere
It's not what I want, it's just all I know (Know)
If overnight I up and end it, run away without a mention, go ghost
I like you the most

I like you the most
I like you the most
I like you, I like you
I like you the most
I like you the most
I like you the most (My baby, oh)
I like you, I like you
(Na-na-na, na-na-na, na-na, na-hey)"
Tay-K,The Race,A Major,160,11B,72,61,77,35,"I-I-I'm Lil Tay-K, I don't think you want no action (Gang, gang)
You want action, you get turned into past tense (In the past)
Your boys deep? Well, let's get to subtractin' (Bah, bah)
Smith & Wesson made my .9 with some compassion (Skrrt)

Fuck-fuck-fuck a beat, I was tryna beat a case (Gang, gang)
But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)
Beat it up, where I nut? Shawty face (Lil' bitch)
Eli Blast crackin' 4s like a vase (Gang)
Pop a nigga then I go out my way (Skrrt)
Do the dash then I go out the way
Rob-rob-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)
We tryna see a hunnid bands in our face (Skrrt)

Pimp gon' be eatin' good noodles every day (Free Pimp)
Bitch, I'm drawin' doodles, Tay-K paint the way (You're a simp)
Choppa tear your dudies into fish fillet (Heh, lil' bitch)
I-I-I woke up too moody, who gon' die today? (Skrrt)
Shoot a fuckboy in his motherfuckin' face (Grrah, grrah)
We-we-we cookin' up, boy, you don't wanna go dat way (Dat way, dat way)
Gotta go dat way, you get robbed for your rackades (Rackades, rackades)
Gotta go dat way, boy, you not gon' be happy (Hahaha)
I-I-I tote 50s, I'm a shooter like Young Pappy (Pew, pew)
Bitch try to rob, we make her dance, Michael Jackson (Skrrt)
We was plottin', y'all was tryna get the packn' (Lil' bitch)
Get the packn', you get robbed for a fraction (Gimme that shit)

I-I-I'm Lil Tay-K, I don't think you want no action
You want action, you get turned into past tense
Your boys deep? Well, let's get to subtractin'
Smith & Wesson made my .9 with some compassion

Fuck-fuck-fuck a beat, I was tryna beat a case
But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)
Beat it up, where I nut? Shawty face (Gang, gang)
Eli Blast crackin' 4s like a vase
Pop a nigga then I go out my way (Grrah, grrah)
Do the dash then I go out the way
Rob-rob-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)
We tryna see a hunnid bands in our face
Fuck-fuck-fuck a beat, I was tryna beat a case (Gang, gang)
But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)
Beat it up, where I nut? Shawty face (Lil' bitch)
Eli Blast crackin' 4s like a vase (Gang)
Pop a nigga then I go out my way (Skrrt)
Do the dash then I go out the way
Rob-rob-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)
We tryna see a hunnid bands in our face (Fih)"
Tay-K,Megaman,A♭ Major,134,4B,62,31,74,4,"Yeah, huh, huh
Huh, huh-huh

Shi-shinin' like I'm Mega Man, I smoke mega, man (Finish him, uh)
Don't come at the youth, send you back to where you came from
Niggas quick to change, uh, y'all some Bruce Wayne, uh
If he act mysterious, he get hit with my ray (Pew, pew, pew)
Shinin' like I'm Mega Man, I smoke mega, man
Don't come at the youth, send you back to where you came from
Niggas quick to change, uh, y'all some Bruce Wayne
If he act mysterious, he get hit with my ray

And if you was curious, yes, I'm Tay-K (Huh)
I'm not on time with everything but, bitch, it's worth the wait (Yeah)
I look at your gang, get my .40 and I aim (Yeah, yeah, yeah, yeah)
Marks on his head, now he lookin' like Aang (Yeah, yeah, yeah, pew, pew, pew, pew)
Don't come at the youth, send you back to where you came (Nigga)
I don't wanna smooch, bitch, I really want the brain (Yeah)
I just hit a stain now your bitch wanna claim me (Finish him)
Just opened up your pack and it better be stank, nigga (Finish—)

Shi-shinin' like I'm Mega Man, I smoke mega, man (Finish him, uh)
Don't come at the youth, send you back to where you came from
Niggas quick to change, uh, y'all some Bruce Wayne, uh
If he act mysterious, he get hit with my ray (Pew, pew, pew)
Shinin' like I'm Mega Man, I smoke mega, man
Don't come at the youth, send you back to where you came from
Niggas quick to change, uh, y'all some Bruce Wayne
If he act mysterious, he get hit with my ray

Like I'm Mega Man, I smoke mega, man
Don't come at the youth, send you back to where you came
Niggas quick to change, uh, y'all some Bruce Wayne
If he act mysterious, he get hit with the ray
Shinin' like I'm Mega Man, I smoke mega, man
Don't come at the youth—"
Taylor Dayne,Tell It to My Heart,C# Major,118,3B,71,99,64,72,"I feel the night explode
When we're together
Emotion overload
In the heat of pleasure
Take me, I'm yours, into your arms
Never let me go
Tonight, I really need to know

Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock
Every time you call my name

The passion's so complete
It's never ending
As long as I receive
This message you're sending
Body to body, soul to soul
Always feel you near
So say the words I long to hear

Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock
Every time you call my name

Love, love on the run
Breaking us down
Though we keep holding on
I don't want to lose
No, I can't let you go

Tell it to my heart
Tell me I'm the only one
Is this really love or just a game
Tell it to my heart
I can feel my body rock
Every time you call my name

Tell it to my heart
Tell me from the stars
Tell it to my heart
Tell it to my heart
Tell me from the stars
Tell it to my heart
Never make it stop
Oh, take it to the heart
Oh, no, no, ah, ah

Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock
Every time you call my name
Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock
Every time you call my name"
Taylor John Williams,The Mates Of Soul - Remastered,A Minor,95,8A,61,30,79,21,
Taylor Swift,Anti-Hero,E Major,97,12B,84,65,63,49,"I have this thing where I get older, but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift, all of the people
I've ghosted stand there in the room

I should not be left to my own devices
They come with prices and vices
I end up in crisis
(Tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
'Cause you got tired of my scheming
(For the last time)

It's me, hi
I'm the problem, it's me
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes, I feel like everybody is a sexy baby
And I'm a monster on the hill
Too big to hang out, slowly lurching toward your favorite city
Pierced through the heart, but never killed

Did you hear my covert narcissism I disguise as altruism
Like some kind of congressman?
(A tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
And life will lose all its meaning
(For the last time)

It's me, hi
I'm the problem, it's me (I'm the problem, it's me)
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers 'round and reads it and then someone screams out
""She's laughing up at us from Hell""

It's me, hi
I'm the problem, it's me
It's me, hi
I'm the problem, it's me
It's me, hi
Everybody agrees, everybody agrees

It's me, hi (Hi)
I'm the problem, it's me (I'm the problem, it's me)
At teatime (Teatime), everybody agrees (Everybody agrees)
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero"
Taylor Swift,Maroon,G Major,108,9B,74,38,66,4,"When the morning came
We were cleaning incense off your vinyl shelf
'Cause we lost track of time again
Laughing with my feet in your lap
Like you were my closest friend
""How'd we end up on the floor, anyway?"" you say
""Your roommate's cheap-ass screw-top rosé, that's how""
I see you every day now

And I chose you
The one I was dancing with
In New York, no shoes
Looked up at the sky and it was
The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was
The mark thеy saw on my collarbone
The rust that grew bеtween telephones
The lips I used to call home
So scarlet, it was maroon

When the silence came
We were shaking, blind and hazy
How the hell did we lose sight of us again?
Sobbing with your head in your hands
Ain't that the way shit always ends?
You were standing hollow-eyed in the hallway
Carnations you had thought were roses, that's us
I feel you, no matter what
The rubies that I gave up

And I lost you
The one I was dancing with
In New York, no shoes
Looked up at the sky and it was (Maroon)
The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was (Maroon)
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet, it was maroon

And I wake with your memory over me
That's a real fucking legacy, legacy (It was maroon)
And I wake with your memory over me
That's a real fucking legacy to leave

The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was maroon
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet, it was maroon

It was maroon
It was maroon"
Taylor Swift,Dress,C Major,120,8B,77,47,72,9,"Our secret moments in a crowded room
They got no idea about me and you
There is an indentation in the shape of you
Made your mark on me, a golden tattoo

All of this silence and patience, pining and anticipation
My hands are shakin' from holdin’ back from you, ha, ah, ah
All of this silence and patience, pining and desperately waitin'
My hands are shakin' from all this, ah, ha, ha, ha-ah

Say my name and everything just stops
I don’t want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah

Inescapable, I'm not even gonna try
And if I get burned, at least we were electrified
I'm spillin' wine in the bathtub
You kiss my face and we're both drunk
Everyone thinks that they know us
But they know nothin' about

All of this silence and patience, pining and anticipation
My hands are shakin’ from holdin’ back from you, ha, ah, ah
All of this silence and patience, pining and desperately waitin'
My hands are shakin’ from all this, ah, ha, ha, ha-ah

Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha

Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah
Only bought this dress so you could take it off
Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah
Only bought this dress so you could take it off

Flashback when you met me
Your buzzcut and my hair bleached
Even in my worst times
You could see the best in me
Flashback to my mistakes
My rebounds, my earthquakes
Even in my worst lies
You saw the truth in me
And I woke up just in time
Now I wake up by your side
My one and only, my lifeline
I woke up just in time
Now I wake up by your side
My hands shake, I can’t explain this, ah, ha, ha, ha-ah

Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah

There is an indentation in the shape of you
(Only bought this dress so you could take it off)
You made your mark on me, golden tattoo
(Only bought this dress so you could take it off)"
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),B Major,192,1B,85,39,50,28,"Em đáng ra phải bị bắt đi rồi
Nhưng người ta đã quên đến đón em
Em là một con sâu rượu đang sống ổn thoả
Cho đến khi chẳng còn ai để ý đến gu thẩm mỹ mới của em nữa
Tất cả để nói rằng
Em mong anh vẫn ổn
Nhưng anh chính là lý do
Và chẳng ai trách gì đâu
Nhưng còn sự phản bội lặng thầm của anh thì sao?

Và trong suốt 2 tuần ấy, mình bên nhau muôn đời
Đôi lần chạm mặt anh, hỏi vu vơ thời tiết
Giờ anh sau sân vườn, hóa thành hàng xóm tốt
Vợ anh đang tưới hoa, em muốn giết chết ả

Những sớm mai của em là những thứ Hai mắc kẹt trong một tháng 2 bất tận
Em đã uống thứ thuốc bước tiếp diệu kỳ, nhưng tác dụng chỉ là tạm thời thôi
Và em yêu anh, thứ tình yêu đang phá hủy đời em
Em yêu anh, thứ tình yêu đang phá hủy đời em
Em chạm vào anh trong vỏn vẹn 2 tuần
Em chạm vào anh, nhưng em đã bên anh

Và trong suốt 2 tuần ấy, mình đã cùng bên nhau
Đôi lần chạm mặt anh, hỏi vu vơ thời tiết
Giờ anh sau sân vườn, hóa thành hàng xóm tốt
Vợ anh đang tưới hoa, em muốn giết chết ả
Và trong suốt 2 tuần ấy, mình đã cùng bên nhau
Đôi lần chạm mặt anh, khen chiếc áo em mang
Giờ anh ở hòm thư, hóa thành hàng xóm tốt
Chồng em đang ngoại tình, em muốn giết chết ảnh

Em yêu anh, thứ tình yêu đang phá hủy đời em
Em yêu anh, thứ tình yêu đang phá hủy đời em
Em chạm tới anh trong vỏn vẹn 2 tuần
Em chạm vào anh, em chạm vào anh
Em yêu anh, thứ tình yêu đang phá hủy đời em
Em yêu anh, thứ tình yêu đang phá hủy đời em
Em chạm tới anh trong vỏn vẹn 2 tuần
Em chạm vào anh, em chạm vào anh

Nghĩ đến chuyện gọi em, nhưng em chẳng bắt máy
Thêm 2 tuần nữa lạc giữa xứ cờ hoa
Chuyển đến Florida, mua chiếc xe em thích
Nhưng nó chẳng nổ máy tới khi em chạm, chạm, chạm vào anh
Nghĩ đến chuyện gọi em, nhưng em chẳng bắt máy
Thêm 2 tuần nữa lạc giữa xứ cờ hoa
Chuyển đến Florida, mua chiếc xe em thích
Nhưng nó chẳng nổ máy tới khi em chạm, chạm, chạm vào anh"
